Unnamed: 0,Administration,NAME,Type,titre,titre_encoded,IREL_url,Coordonnees,latitude,longitude,Administration_bis,Lieu-dit_bis
4681,Égypte,El Kantara ,,El Kantara (Égypte),El%20Kantara%20%28%C3%89gypte%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Kantara%20%28%C3%89gypte%29,30.8500 32.3166,30.8500,32.3166,,
4682,Philippeville ; Algérie,El Kantara ,,El Kantara (Philippeville ; Algérie),El%20Kantara%20%28Philippeville%C2%A0%3B%20Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Kantara%20%28Philippeville%C2%A0%3B%20Alg%C3%A9rie%29,,,,,
4683,Constantine ; Algérie,El Kantara,Quartier ,El KantaraQuartier (Constantine ; Algérie),El%20KantaraQuartier%20%28Constantine%C2%A0%3B%20Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20KantaraQuartier%20%28Constantine%C2%A0%3B%20Alg%C3%A9rie%29,,,,,
4684,Algérie,El Kantour ,,El Kantour (Algérie),El%20Kantour%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Kantour%20%28Alg%C3%A9rie%29,36.5984 6.7508,36.5984,6.7508,,
4685,Algérie,El Karimia ,,El Karimia (Algérie),El%20Karimia%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Karimia%20%28Alg%C3%A9rie%29,36.1130 1.5534,36.1130,1.5534,,
4686,Algérie,El Karn ,,El Karn (Algérie),El%20Karn%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Karn%20%28Alg%C3%A9rie%29,36.6104 6.3619,36.6104,6.3619,,
4687,Algérie,El Kébir,Cours d\'eau ,El KébirCours d\eau (Algérie),El%20K%C3%A9birCours%20d%5Ceau%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20K%C3%A9birCours%20d%5Ceau%20%28Alg%C3%A9rie%29,,,,,
4688,Algérie,El Kerma ,,El Kerma (Algérie),El%20Kerma%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Kerma%20%28Alg%C3%A9rie%29,35.6088 -0.5739,35.6088,-0.5739,,
4689,Algérie,El Khemis ,,El Khemis (Algérie),El%20Khemis%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Khemis%20%28Alg%C3%A9rie%29,36.2610 2.2201,36.2610,2.2201,,
4690,Algérie,El Khroub ,,El Khroub (Algérie),El%20Khroub%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Khroub%20%28Alg%C3%A9rie%29,36.2633 6.6936,36.2633,6.6936,,
4691,Algérie,El Koton,Cours d\'eau ,El KotonCours d\eau (Algérie),El%20KotonCours%20d%5Ceau%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20KotonCours%20d%5Ceau%20%28Alg%C3%A9rie%29,,,,,
4692,Algérie,El Kouachi ,,El Kouachi (Algérie),El%20Kouachi%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Kouachi%20%28Alg%C3%A9rie%29,35.9953 6.5788,35.9953,6.5788,,
4693,Algérie,EL Kouanin ,,EL Kouanin (Algérie),EL%20Kouanin%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=EL%20Kouanin%20%28Alg%C3%A9rie%29,36.7856 3.8482,36.7856,3.8482,,
4694,Algérie,El Ksar ,,El Ksar (Algérie),El%20Ksar%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Ksar%20%28Alg%C3%A9rie%29,35.1526 -0.4572,35.1526,-0.4572,,
4695,Algérie,El Kseur ,,El Kseur (Algérie),El%20Kseur%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Kseur%20%28Alg%C3%A9rie%29,36.6794 4.8555,36.6794,4.8555,,
4696,Algérie,El Ksour ,,El Ksour (Algérie),El%20Ksour%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Ksour%20%28Alg%C3%A9rie%29,35.4273 5.9656,35.4273,5.9656,,
4697,Algérie,El Maad ,,El Maad (Algérie),El%20Maad%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Maad%20%28Alg%C3%A9rie%29,36.5851 5.8607,36.5851,5.8607,,
4698,Algérie,El Madania ,,El Madania (Algérie),El%20Madania%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Madania%20%28Alg%C3%A9rie%29,36.7487 3.0655,36.7487,3.0655,,
4699,Algérie,El Madher ,,El Madher (Algérie),El%20Madher%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Madher%20%28Alg%C3%A9rie%29,35.6236 6.3706,35.6236,6.3706,,
4700,Algérie,El Magen ,,El Magen (Algérie),El%20Magen%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Magen%20%28Alg%C3%A9rie%29,,,,,
4701,Algérie,El Magen,Lac d\' ,El MagenLac d\ (Algérie),El%20MagenLac%20d%5C%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20MagenLac%20d%5C%20%28Alg%C3%A9rie%29,,,,,
4702,Algérie,El Mahdia ,,El Mahdia (Algérie),El%20Mahdia%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Mahdia%20%28Alg%C3%A9rie%29,36.1714 5.2356,36.1714,5.2356,,
4703,Algérie,El Maïn ,,El Maïn (Algérie),El%20Ma%C3%AFn%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Ma%C3%AFn%20%28Alg%C3%A9rie%29,36.3747 4.7382,36.3747,4.7382,,
4704,Algérie,El Malah ,,El Malah (Algérie),El%20Malah%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Malah%20%28Alg%C3%A9rie%29,,,,,
4705,Algérie,El Malah,Cours d\'eau ,El MalahCours d\eau (Algérie),El%20MalahCours%20d%5Ceau%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20MalahCours%20d%5Ceau%20%28Alg%C3%A9rie%29,,,,,
4706,Algérie,El Mamounia ,,El Mamounia (Algérie),El%20Mamounia%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Mamounia%20%28Alg%C3%A9rie%29,35.4253 0.1433,35.4253,0.1433,,
4707,Algérie,El Marsa ,,El Marsa (Algérie),El%20Marsa%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Marsa%20%28Alg%C3%A9rie%29,36.4036 0.9168,36.4036,0.9168,,
4708,Algérie,El Massine ,,El Massine (Algérie),El%20Massine%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Massine%20%28Alg%C3%A9rie%29,,,,,
4709,Algérie,El Matrona ,,El Matrona (Algérie),El%20Matrona%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Matrona%20%28Alg%C3%A9rie%29,36.2667 5.3167,36.2667,5.3167,,
4710,Espagne,El Mazaron ,,El Mazaron (Espagne),El%20Mazaron%20%28Espagne%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Mazaron%20%28Espagne%29,37.6000 -1.3167,37.6000,-1.3167,,
4711,Algérie,El Ma El Abiod ,,El Ma El Abiod (Algérie),El%20Ma%20El%20Abiod%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Ma%20El%20Abiod%20%28Alg%C3%A9rie%29,35.2089 8.1725,35.2089,8.1725,,
4712,Algérie,El Meridj ,,El Meridj (Algérie),El%20Meridj%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Meridj%20%28Alg%C3%A9rie%29,35.7934 8.2289,35.7934,8.2289,,
4713,Algérie,El Milia ,,El Milia (Algérie),El%20Milia%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Milia%20%28Alg%C3%A9rie%29,36.7505 6.2712,36.7505,6.2712,,
4714,Algérie,El Milia,Annexe ,El MiliaAnnexe (Algérie),El%20MiliaAnnexe%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20MiliaAnnexe%20%28Alg%C3%A9rie%29,,,,,
4715,Algérie,El Milia,Arrondissement ,El MiliaArrondissement (Algérie),El%20MiliaArrondissement%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20MiliaArrondissement%20%28Alg%C3%A9rie%29,,,,,
4716,Algérie,El Milia,Cercle ,El MiliaCercle (Algérie),El%20MiliaCercle%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20MiliaCercle%20%28Alg%C3%A9rie%29,,,,,
4717,Algérie,El Milia,Commune mixte ,El MiliaCommune mixte (Algérie),El%20MiliaCommune%20mixte%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20MiliaCommune%20mixte%20%28Alg%C3%A9rie%29,,,,,
4718,Algérie,El Mohgoun ,,El Mohgoun (Algérie),El%20Mohgoun%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Mohgoun%20%28Alg%C3%A9rie%29,35.8189 -0.3582,35.8189,-0.3582,,
4719,Algérie,El Morra ,,El Morra (Algérie),El%20Morra%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Morra%20%28Alg%C3%A9rie%29,31.4420 -1.8774,31.4420,-1.8774,,
4720,Algérie,El M’Cid ,,El M’Cid (Algérie),El%20M%E2%80%99Cid%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20M%E2%80%99Cid%20%28Alg%C3%A9rie%29,36.6988 6.1020,36.6988,6.1020,,
4721,Algérie,El Ogla ,,El Ogla (Algérie),El%20Ogla%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Ogla%20%28Alg%C3%A9rie%29,35.4967 8.0681,35.4967,8.0681,,
4722,Algérie,El Omaria ,,El Omaria (Algérie),El%20Omaria%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Omaria%20%28Alg%C3%A9rie%29,36.2646 3.0308,36.2646,3.0308,,
4723,Algérie,El Ouach,Cours d\'eau ,El OuachCours d\eau (Algérie),El%20OuachCours%20d%5Ceau%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20OuachCours%20d%5Ceau%20%28Alg%C3%A9rie%29,,,,,
4724,Algérie,El Oued ,,El Oued (Algérie),El%20Oued%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Oued%20%28Alg%C3%A9rie%29,33.3561 6.8632,33.3561,6.8632,,
4725,Algérie,El Oued,Annexe ,El OuedAnnexe (Algérie),El%20OuedAnnexe%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20OuedAnnexe%20%28Alg%C3%A9rie%29,,,,,
4726,Algérie,El Oued,Commune mixte ,El OuedCommune mixte (Algérie),El%20OuedCommune%20mixte%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20OuedCommune%20mixte%20%28Alg%C3%A9rie%29,,,,,
4727,Algérie,El Ouessah ,,El Ouessah (Algérie),El%20Ouessah%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Ouessah%20%28Alg%C3%A9rie%29,35.9144 7.3767,35.9144,7.3767,,
4728,Algérie,El Ouldja ,,El Ouldja (Algérie),El%20Ouldja%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Ouldja%20%28Alg%C3%A9rie%29,36.8122 6.4228,36.8122,6.4228,,
4729,Algérie,El Ouloudj ,,El Ouloudj (Algérie),El%20Ouloudj%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Ouloudj%20%28Alg%C3%A9rie%29,36.9306 6.4789,36.9306,6.4789,,
4730,Algérie,El Ouricia ,,El Ouricia (Algérie),El%20Ouricia%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Ouricia%20%28Alg%C3%A9rie%29,36.2837 5.4087,36.2837,5.4087,,
4731,Algérie,El Oussaf ,,El Oussaf (Algérie),El%20Oussaf%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Oussaf%20%28Alg%C3%A9rie%29,,,,,
4732,Algérie,El Oussera ,,El Oussera (Algérie),El%20Oussera%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Oussera%20%28Alg%C3%A9rie%29,,,,,
4733,Algérie,El Ousseukh ,,El Ousseukh (Algérie),El%20Ousseukh%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Ousseukh%20%28Alg%C3%A9rie%29,34.8422 1.5470,34.8422,1.5470,,
4734,Algérie,El Outaya ,,El Outaya (Algérie),El%20Outaya%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Outaya%20%28Alg%C3%A9rie%29,35.0341 5.5952,35.0341,5.5952,,
4735,Algérie,El Ouzana ,,El Ouzana (Algérie),El%20Ouzana%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Ouzana%20%28Alg%C3%A9rie%29,36.3603 3.0501,36.3603,3.0501,,
4736,Espagne,El Puerto de Santa Maria ,,El Puerto de Santa Maria (Espagne),El%20Puerto%20de%20Santa%20Maria%20%28Espagne%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Puerto%20de%20Santa%20Maria%20%28Espagne%29,36.5995 -6.2275,36.5995,-6.2275,,
4737,Égypte,El Quantara ,,El Quantara (Égypte),El%20Quantara%20%28%C3%89gypte%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Quantara%20%28%C3%89gypte%29,30.8500 32.3166,30.8500,32.3166,,
4738,Algérie,El Romri ,,El Romri (Algérie),El%20Romri%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Romri%20%28Alg%C3%A9rie%29,35.6869 0.2072,35.6869,0.2072,,
4739,,El Salvador',,El Salvador,El%20Salvador,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Salvador,13.7100 -88.5059,13.7100,-88.5059,,
4740,Algérie,El Sour,Cours d\'eau ,El SourCours d\eau (Algérie),El%20SourCours%20d%5Ceau%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20SourCours%20d%5Ceau%20%28Alg%C3%A9rie%29,,,,,
4741,Espagne,El Vendrell ,,El Vendrell (Espagne),El%20Vendrell%20%28Espagne%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Vendrell%20%28Espagne%29,41.2167 1.5333,41.2167,1.5333,,
4742,Algérie,El Zebaïr ,,El Zebaïr (Algérie),El%20Zeba%C3%AFr%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=El%20Zeba%C3%AFr%20%28Alg%C3%A9rie%29,,,,,
4743,Seine-Maritime ; France,Émanville ,,Émanville (Seine-Maritime ; France),%C3%89manville%20%28Seine-Maritime%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=%C3%89manville%20%28Seine-Maritime%20%3B%20France%29,49.6223 0.9600,49.6223,0.9600,,
4744,Hautes-Alpes ; France,Embrun ,,Embrun (Hautes-Alpes ; France),Embrun%20%28Hautes-Alpes%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Embrun%20%28Hautes-Alpes%20%3B%20France%29,44.5631 6.4915,44.5631,6.4915,,
4745,Italie ; Région,Emilia-Romagna ,,Emilia-Romagna (Italie ; Région),Emilia-Romagna%20%28Italie%20%3B%20R%C3%A9gion%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Emilia-Romagna%20%28Italie%20%3B%20R%C3%A9gion%29,44.4830 10.9930,44.4830,10.9930,,
4746,Italie,Émilie-Romagne,Région géographique ,Émilie-RomagneRégion géographique (Italie),%C3%89milie-RomagneR%C3%A9gion%20g%C3%A9ographique%20%28Italie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=%C3%89milie-RomagneR%C3%A9gion%20g%C3%A9ographique%20%28Italie%29,,,,,
4747,Algérie,Emir Abdelkader ,,Emir Abdelkader (Algérie),Emir%20Abdelkader%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Emir%20Abdelkader%20%28Alg%C3%A9rie%29,,,,,
4748,Algérie,Em Jez Ed Chich ,,Em Jez Ed Chich (Algérie),Em%20Jez%20Ed%20Chich%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Em%20Jez%20Ed%20Chich%20%28Alg%C3%A9rie%29,36.7043 6.8059,36.7043,6.8059,,
4749,Algérie,Enchir Saïd ,,Enchir Saïd (Algérie),Enchir%20Sa%C3%AFd%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Enchir%20Sa%C3%AFd%20%28Alg%C3%A9rie%29,36.5908 7.3269,36.5908,7.3269,,
4750,Guyane française,Enfant Perdu,Îlot de l\' ,Enfant PerduÎlot de l\ (Guyane française),Enfant%20Perdu%C3%8Elot%20de%20l%5C%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Enfant%20Perdu%C3%8Elot%20de%20l%5C%20%28Guyane%20fran%C3%A7aise%29,,,,,
4751,Belgique,Enghien ,,Enghien (Belgique),Enghien%20%28Belgique%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Enghien%20%28Belgique%29,50.699167 4.045556,50.699167,4.045556,,
4752,"Cap-Breton, Île du",Englishtown ,,Englishtown (Cap-BretonÎle du),Englishtown%20%28Cap-Breton%C3%8Ele%20du%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Englishtown%20%28Cap-Breton%C3%8Ele%20du%29,,,,,
4753,Louisiane ; États-Unis,English Turn ,,English Turn (Louisiane ; États-Unis),English%20Turn%20%28Louisiane%20%3B%20%C3%89tats-Unis%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=English%20Turn%20%28Louisiane%20%3B%20%C3%89tats-Unis%29,29.8755 -89.9651,29.8755,-89.9651,,
4754,Tchad,Ennedi,Région géographique ,EnnediRégion géographique (Tchad),EnnediR%C3%A9gion%20g%C3%A9ographique%20%28Tchad%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=EnnediR%C3%A9gion%20g%C3%A9ographique%20%28Tchad%29,,,,,
4755,Tchad,Ennedi,Subdivision ,EnnediSubdivision (Tchad),EnnediSubdivision%20%28Tchad%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=EnnediSubdivision%20%28Tchad%29,,,,,
4756,"Marmelade ; Saint-Domingue, Île de",Ennery ,,Ennery (Marmelade ; Saint-DomingueÎle de),Ennery%20%28Marmelade%20%3B%20Saint-Domingue%C3%8Ele%20de%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ennery%20%28Marmelade%20%3B%20Saint-Domingue%C3%8Ele%20de%29,,,,,
4757,"Sainte-Lucie, Île",Ennery ,,Ennery (Sainte-LucieÎle),Ennery%20%28Sainte-Lucie%C3%8Ele%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ennery%20%28Sainte-Lucie%C3%8Ele%29,,,,,
4758,Ouganda,Entebbe ,,Entebbe (Ouganda),Entebbe%20%28Ouganda%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Entebbe%20%28Ouganda%29,0.0525 32.4645,0.0525,32.4645,,
4759,Éthiopie,Entotto ,,Entotto (Éthiopie),Entotto%20%28%C3%89thiopie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Entotto%20%28%C3%89thiopie%29,9.1000 38.7000,9.1000,38.7000,,
4760,Vaucluse ; France,Entraigues-sur-la-Sorgue ,,Entraigues-sur-la-Sorgue (Vaucluse ; France),Entraigues-sur-la-Sorgue%20%28Vaucluse%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Entraigues-sur-la-Sorgue%20%28Vaucluse%20%3B%20France%29,44.0036 4.9272,44.0036,4.9272,,
4761,Nièvre ; France,Entrains-sur-Nohain ,,Entrains-sur-Nohain (Nièvre ; France),Entrains-sur-Nohain%20%28Ni%C3%A8vre%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Entrains-sur-Nohain%20%28Ni%C3%A8vre%20%3B%20France%29,47.4650 3.2569,47.4650,3.2569,,
4762,Vosges ; France,Entre-deux-Eaux ,,Entre-deux-Eaux (Vosges ; France),Entre-deux-Eaux%20%28Vosges%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Entre-deux-Eaux%20%28Vosges%20%3B%20France%29,48.2319 6.9925,48.2319,6.9925,,
4763,"Réunion, Île de la",Entre-Deux ,,Entre-Deux (RéunionÎle de la),Entre-Deux%20%28R%C3%A9union%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Entre-Deux%20%28R%C3%A9union%C3%8Ele%20de%20la%29,,,,,
4764,Alpes-de-Haute-Provence ; France,Entrevaux ,,Entrevaux (Alpes-de-Haute-Provence ; France),Entrevaux%20%28Alpes-de-Haute-Provence%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Entrevaux%20%28Alpes-de-Haute-Provence%20%3B%20France%29,43.9494 6.8108,43.9494,6.8108,,
4765,Seine-Maritime ; France,Envermeu ,,Envermeu (Seine-Maritime ; France),Envermeu%20%28Seine-Maritime%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Envermeu%20%28Seine-Maritime%20%3B%20France%29,49.8969 1.2656,49.8969,1.2656,,
4766,Algérie,Enza,Cours d\'eau ,EnzaCours d\eau (Algérie),EnzaCours%20d%5Ceau%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=EnzaCours%20d%5Ceau%20%28Alg%C3%A9rie%29,,,,,
4767,"Sainte-Marie ; Martinique, Île de la",En Bas,Habitation ,En BasHabitation (Sainte-Marie ; MartiniqueÎle de la),En%20BasHabitation%20%28Sainte-Marie%20%3B%20Martinique%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=En%20BasHabitation%20%28Sainte-Marie%20%3B%20Martinique%C3%8Ele%20de%20la%29,,,,,
4768,Algérie,En Noura ,,En Noura (Algérie),En%20Noura%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=En%20Noura%20%28Alg%C3%A9rie%29,,,,,
4769,Indre-et-Loire ; France,Épeigné-les-Bois ,,Épeigné-les-Bois (Indre-et-Loire ; France),%C3%89peign%C3%A9-les-Bois%20%28Indre-et-Loire%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=%C3%89peign%C3%A9-les-Bois%20%28Indre-et-Loire%20%3B%20France%29,47.2811 1.1117,47.2811,1.1117,,
4770,Somme ; France,Épénancourt ,,Épénancourt (Somme ; France),%C3%89p%C3%A9nancourt%20%28Somme%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=%C3%89p%C3%A9nancourt%20%28Somme%20%3B%20France%29,49.8236 2.9319,49.8236,2.9319,,
4771,République du Congo,Épéna,Subdivision ,ÉpénaSubdivision (République du Congo),%C3%89p%C3%A9naSubdivision%20%28R%C3%A9publique%20du%20Congo%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=%C3%89p%C3%A9naSubdivision%20%28R%C3%A9publique%20du%20Congo%29,,,,,
4772,Marne ; France,Épernay ,,Épernay (Marne ; France),%C3%89pernay%20%28Marne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=%C3%89pernay%20%28Marne%20%3B%20France%29,49.0423 3.9581,49.0423,3.9581,,
4773,Bas-Rhin ; France,Epfig ,,Epfig (Bas-Rhin ; France),Epfig%20%28Bas-Rhin%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Epfig%20%28Bas-Rhin%20%3B%20France%29,48.3584 7.4651,48.3584,7.4651,,
4774,Roura ; Guyane française,Épiceries,Habitation ,ÉpiceriesHabitation (Roura ; Guyane française),%C3%89piceriesHabitation%20%28Roura%20%3B%20Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=%C3%89piceriesHabitation%20%28Roura%20%3B%20Guyane%20fran%C3%A7aise%29,,,,,
4775,Roura ; Guyane française,Épices,Habitation ,ÉpicesHabitation (Roura ; Guyane française),%C3%89picesHabitation%20%28Roura%20%3B%20Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=%C3%89picesHabitation%20%28Roura%20%3B%20Guyane%20fran%C3%A7aise%29,,,,,
4776,Vosges ; France,Épinal ,,Épinal (Vosges ; France),%C3%89pinal%20%28Vosges%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=%C3%89pinal%20%28Vosges%20%3B%20France%29,48.1849 6.4490,48.1849,6.4490,,
