,Administration,Lieu-dit,Type,Inutile
4639,Algérie,El Fehoul ,,
4640,Mauritanie,El Fetha,Lieu-dit ,
4641,Algérie,El Flaye ,,
4642,Algérie,El Garah ,,
4643,Maroc,El Gara ,,
4644,Algérie,El Ghedir ,,
4645,Algérie,El Ghomeri ,,
4646,Algérie,El Ghrar ,,
4647,Algérie,El Goléa ,,
4648,Algérie,El Gouachi ,,
4649,Algérie,El Gourine ,,
4650,Algérie,El Guebel ,,
4651,Algérie,El Guelaâ ,,
4652,Algérie,El Guerrah ,,
4653,Algérie,El Guious ,,
4654,Algérie,El Guitoun ,,
4655,Algérie,El Hachem ,,
4656,Algérie,El Hachia,Djebel ,
4657,Algérie,El Hachimia ,,
4658,Algérie,El Hadjar ,,
4659,Algérie,El Hajeb ,,
4660,Algérie,El Halia,Mine ,
4661,Algérie,El Hamel ,,
4662,Algérie,El Hamiet ,,
4663,Algérie,El Hamimine,Cours d\eau ,
4664,Algérie,El Hammadia ,,
4665,Algérie,El Hammam ,,
4666,Algérie,El Hammam,Cours d\eau ,
4667,Algérie,El Harbil ,,
4668,Algérie,El Haria ,,
4669,Algérie,El Harmelia ,,
4670,Algérie,El Harrach ,,
4671,Algérie,El Harrar du Chelif ,,
4672,Algérie,El Hassaïba ,,
4673,Algérie,El Hedaïek ,,
4674,Algérie,El Hezebri ,,
4675,Algérie,El Idrissia ,,
4676,Maroc,El Jadida ,,
4677,Tunisie,El Jem ,,
4678,Algérie,El Kalaa ,,
4679,Algérie,El Kala ,,
4680,Algérie,El Kantara ,,
4681,Égypte,El Kantara ,,
4682,Philippeville ; Algérie,El Kantara ,,
4683,Constantine ; Algérie,El Kantara,Quartier ,
4684,Algérie,El Kantour ,,
4685,Algérie,El Karimia ,,
4686,Algérie,El Karn ,,
4687,Algérie,El Kébir,Cours d\eau ,
4688,Algérie,El Kerma ,,
4689,Algérie,El Khemis ,,
4690,Algérie,El Khroub ,,
4691,Algérie,El Koton,Cours d\eau ,
4692,Algérie,El Kouachi ,,
4693,Algérie,EL Kouanin ,,
4694,Algérie,El Ksar ,,
4695,Algérie,El Kseur ,,
4696,Algérie,El Ksour ,,
4697,Algérie,El Maad ,,
4698,Algérie,El Madania ,,
4699,Algérie,El Madher ,,
4700,Algérie,El Magen ,,
4701,Algérie,El Magen,Lac d\ ,
4702,Algérie,El Mahdia ,,
4703,Algérie,El Maïn ,,
4704,Algérie,El Malah ,,
4705,Algérie,El Malah,Cours d\eau ,
4706,Algérie,El Mamounia ,,
4707,Algérie,El Marsa ,,
4708,Algérie,El Massine ,,
4709,Algérie,El Matrona ,,
4710,Espagne,El Mazaron ,,
4711,Algérie,El Ma El Abiod ,,
4712,Algérie,El Meridj ,,
4713,Algérie,El Milia ,,
4714,Algérie,El Milia,Annexe ,
4715,Algérie,El Milia,Arrondissement ,
4716,Algérie,El Milia,Cercle ,
4717,Algérie,El Milia,Commune mixte ,
4718,Algérie,El Mohgoun ,,
4719,Algérie,El Morra ,,
4720,Algérie,El M’Cid ,,
4721,Algérie,El Ogla ,,
4722,Algérie,El Omaria ,,
4723,Algérie,El Ouach,Cours d\eau ,
4724,Algérie,El Oued ,,
4725,Algérie,El Oued,Annexe ,
4726,Algérie,El Oued,Commune mixte ,
4727,Algérie,El Ouessah ,,
4728,Algérie,El Ouldja ,,
4729,Algérie,El Ouloudj ,,
4730,Algérie,El Ouricia ,,
4731,Algérie,El Oussaf ,,
4732,Algérie,El Oussera ,,
4733,Algérie,El Ousseukh ,,
4734,Algérie,El Outaya ,,
4735,Algérie,El Ouzana ,,
4736,Espagne,El Puerto de Santa Maria ,,
4737,Égypte,El Quantara ,,
4738,Algérie,El Romri ,,
4739,,El Salvador,,
4740,Algérie,El Sour,Cours d\eau ,
4741,Espagne,El Vendrell ,,
4742,Algérie,El Zebaïr ,,
4743,Seine-Maritime ; France,Émanville ,,
4744,Hautes-Alpes ; France,Embrun ,,
4745,Italie ; Région,Emilia-Romagna ,,
4746,Italie,Émilie-Romagne,Région géographique ,
4747,Algérie,Emir Abdelkader ,,
4748,Algérie,Em Jez Ed Chich ,,
4749,Algérie,Enchir Saïd ,,
4750,Guyane française,Enfant Perdu,Îlot de l\ ,
4751,Belgique,Enghien ,,
4752,"Cap-Breton, Île du",Englishtown ,,
4753,Louisiane ; États-Unis,English Turn ,,
4754,Tchad,Ennedi,Région géographique ,
4755,Tchad,Ennedi,Subdivision ,
4756,"Marmelade ; Saint-Domingue, Île de",Ennery ,,
4757,"Sainte-Lucie, Île",Ennery ,,
4758,Ouganda,Entebbe ,,
4759,Éthiopie,Entotto ,,
4760,Vaucluse ; France,Entraigues-sur-la-Sorgue ,,
4761,Nièvre ; France,Entrains-sur-Nohain ,,
4762,Vosges ; France,Entre-deux-Eaux ,,
4763,"Réunion, Île de la",Entre-Deux ,,
4764,Alpes-de-Haute-Provence ; France,Entrevaux ,,
4765,Seine-Maritime ; France,Envermeu ,,
4766,Algérie,Enza,Cours d\eau ,
4767,"Sainte-Marie ; Martinique, Île de la",En Bas,Habitation ,
4768,Algérie,En Noura ,,
4769,Indre-et-Loire ; France,Épeigné-les-Bois ,,
4770,Somme ; France,Épénancourt ,,
4771,République du Congo,Épéna,Subdivision ,
4772,Marne ; France,Épernay ,,
4773,Bas-Rhin ; France,Epfig ,,
4774,Roura ; Guyane française,Épiceries,Habitation ,
4775,Roura ; Guyane française,Épices,Habitation ,
4776,Vosges ; France,Épinal ,,
4777,Yvelines ; France,Épinay-sur-Orge ,,
4778,Cher ; France,Épineuil-le-Fleuriel ,,
4779,Yonne ; France,Épineuil ,,
4780,"Vanuatu, Archipel du",Épi,Île ,
4781,,Équateur,,
4782,Loiret ; France,Erceville ,,
4783,Mali,Eremakono ,,
4784,Allemagne,Erfurt ,,
4785,Allemagne,Erfweiler ,,
4786,Guyane française,Erganabo ,,
4787,Canada/États-Unis,Érié,Lac ,
4788,Guinée,Erimakono ,,
4789,Bas-Rhin ; France,Erlenbach ,,
4790,"Saint-Paul ; Réunion, Île de la",Ermitage,Habitation ,
4791,Val d\'Oise ; France,Ermont ,,
4792,Mayenne ; France,Ernée ,,
4793,Moselle ; France,Ernestviller ,,
4794,Nord ; France,Erquinghem ,,
4795,Côtes-d’Armor ; France,Erquy ,,
4796,Bas-Rhin ; France,Erstein ,,
4797,,Érythrée,,
4798,Côte d\'Ivoire,Éry Macouguié/N\Zi,Voie ferrée ,
4799,Algérie,Er Rahel ,,
4800,Haute-Saône ; France,Esboz-Brest ,,
4801,Haute-Garonne ; France,Escalquens ,,
4802,Nord ; France,Escaudain ,,
4803,France/Pays-Bas,Escaut,Cours d\eau ,
4804,Allemagne,Eschbach ,,
4805,Croatie,Esclavonie,Région géographique ,
4806,Cameroun,Éséka ,,
4807,Iran,Esfahan ,,
4808,Guyana,Eskipe,Cours d\eau ,
4809,Vosges ; France,Esley ,,
4810,,Espagne,,
4811,"Cap-Breton, Île du",Espagnols,Baie des ,
4812,Aveyron ; France,Espalion ,,
4813,,España,,
4814,Alpes-de-Haute-Provence ; France,Esparron-de-Verdon ,,
4815,"Saint-Claude ; Guadeloupe, Île de la",Espérance,Habitation ,
4816,"Sainte-Lucie, Île",Espérance,Pointe de l\ ,
4817,"Vanuatu, Archipel du",Espiritu Santo,Île ,
4818,Canada,Esquimaux,Baie des ,
4819,Maroc,Essaouira ,,
4820,Amérique du Sud,Essequibo,Colonie néerlandaise ,
4821,Guyana,Essequibo,Cours d\eau ,
4822,Haute-Savoie ; France,Essert-Romand ,,
4823,Somme ; France,Essertaux ,,
4824,Jura ; France,Esserval-Combe ,,
4825,"Sainte-Marie ; Martinique, Île de la",Esses,Morne des ,
4826,France,Essonne,Département ,
4827,Cameroun,Est-Cameroun,Circonscription ,
4828,Algérie,Estahia ,,
4829,Essonne ; France,Estampe ,,
4830,Gabon,Esterias,Cap ,
4831,,Estonie,,
4832,Gabon,Estuaire,Circonscription ,
4833,Algérie,Es Sebt ,,
4834,Algérie,Es Senia ,,
4835,Meuse ; France,Étain ,,
4836,Essonne ; France,Étampes ,,
4837,Pas-de-Calais ; France,Étaples ,,
4838,,États-Unis,,
4839,,États pontificaux,,
4840,Gabon,Étéké ,,
4841,,Éthiopie,,
4842,Yonne ; France,Étigny ,,
4843,Gabon,Étomé/Minvoul,Route ,
4844,République du Congo,Étoumbi ,,
4845,Meurthe-et-Moselle ; France,Étreval ,,
4846,Bas-Rhin ; France,Ettendorf ,,
4847,,Eugène-Étienne,,
4848,Algérie,Eulma Medjabria ,,
4849,Algérie,Eulma,Commune mixte ,
4850,France,Eure-et-Loir,Département ,
4851,France,Eure,Département ,
4852,,Europe,,
4853,Seine-Maritime ; France,Eu ,,
4854,Creuse ; France,Évaux-les-Bains ,,
4855,Creuse,Evaux ,,
4856,Haute-Savoie ; France,Évian-les-Bains ,,
4857,Haute-Savoie ; France,Évian ,,
4858,Eure ; France,Évreux ,,
4859,Mayenne ; France,Évron ,,
4860,République du Congo,Ewo ,,
4861,République du Congo,Ewo,Subdivision ,
4862,Dordogne ; France,Excideuil ,,
4863,Orne ; France,Exmes ,,
4864,,Extrême-Orient,Région géographique,
4865,Dordogne ; France,Eymet ,,
4866,Gabon/Guinée équatoriale,Eyo,Cours d\eau ,
4867,Dordogne ; France,Eyrenville ,,
4868,Landes ; France,Eyres-Moncube ,,
4869,Allemagne,Eysberge ,,
4870,Lot-et-Garonne ; France,Eysses ,,
4871,Pyrénées-Atlantiques ; France,Eysus ,,
4872,Val-d\'Oise ; France,Ézanville ,,
4873,Guinée,Fabala ,,
4874,Aude ; France,Fabrezan ,,
4875,Soudan du Sud,Fachoda ,,
4876,Burkina Faso/Bénin,Fada N\Gourma/Porga,Route ,
4877,Burkina Faso,Fada N\Gourma ,,
4878,Burkina Faso,Fada N\Gourma,Cercle ,
4879,Tchad,Fada,Subdivision ,
4880,République centrafricaine,Fafa,Cours d\eau ,
4881,Mali,Faguibine,Lac ,
4882,Haute-Saône ; France,Fahy-lès-Autrey ,,
4883,"Açores, Archipel des",Faial,Île ,
4884,Algérie,Faidherbe ,,
4885,Vietnam,Fai Fo,Province ,
4886,Vietnam,Fai Fo ,,
4887,Gambie,Fajara ,,
4888,Sierra Leone,Falaba ,,
4889,Calvados ; France,Falaise ,,
4890,Algérie,Falcon,Cap ,
4891,Guinée/Sénégal,Falémé,Cours d\eau ,
4892,Allemagne,Falkenstein ,,
4893,,Falkland,Îles,
4894,Mali,Fangala ,,
4895,Liberia,Fanima ,,
4896,Mali,Farabana ,,
4897,Djibouti,Faraddil ,,
4898,Guinée,Faranah,Cercle ,
4899,Guinée,Faranah ,,
4900,Guinée,Farandougou ,,
4901,Guinée,Farénya ,,
4902,Mali,Farimaké ,,
4903,Guinée,Faringhia ,,
4904,"Nouvelle-Calédonie, Île de la",Farino ,,
4905,Guinée,Farmoréah ,,
4906,Sénégal,Fatick ,,
4907,Algérie,Fatis,Cours d\eau ,
4908,Algérie,Faucigny ,,
4909,Alpes-de-Haute-Provence ; France,Faucon-du-Caire ,,
4910,Algérie,Fauvelle ,,
4911,Haute-Saône ; France,Faverney ,,
4912,Cantal ; France,Faverolles ,,
4913,Marne ; France,Favresse ,,
4914,Mali,Faya,Cours d’eau ,
4915,Tchad,Faya,Subdivision ,
4916,Deux-Sèvres ; France,Faye-sur-Ardin ,,
4917,Oise ; France,Fayel ,,
4918,Var ; France,Fayence ,,
4919,Haute-Marne ; France,Fayl-Billot ,,
4920,Mauritanie,Fdérik ,,
4921,Seine-Maritime ; France,Fécamp ,,
4922,Maroc,Fedala ,,
4923,Algérie,Fedjana ,,
4924,Algérie,Fedjoudj ,,
4925,Algérie,Fedjoudj,Col du ,
4926,Algérie,Fedj Moussa ,,
4927,Algérie,Fedj M\Zala ,,
4928,Algérie,Fedj M\Zala,Annexe ,
4929,Algérie,Fedj M\Zala,Commune mixte ,
4930,Algérie,Feidh El Botma ,,
4931,Algérie,Félix-Faure ,,
4932,Mali,Félou,Chutes du ,
4933,Algérie,Felten,Djebel ,
4934,Algérie,Fenaïa Il Maten ,,
4935,Algérie,Fenaïa ,,
4936,Algérie,Fenaïa,Commune mixte ,
4937,Algérie,Fendi ,,
4938,Moselle ; France,Fenestrange ,,
4939,Moselle ; France,Fénétrange ,,
4940,Djibouti,Feraad ,,
4941,Algérie,Feraoun ,,
4942,Algérie,Ferdjioua,Région géographique ,
4943,Algérie,Ferdoua ,,
4944,Marne ; France,Fère-Champenoise ,,
4945,Aisne ; France,Fère-en-Tardenois ,,
4946,Marne ; France,Fèrebrianges ,,
4947,"Port-Louis ; Guadeloupe, Île de la",Féreire-Philippsbourg,Habitation ,
4948,Algérie,Ferfour,Djebel ,
4949,Nord ; France,Férin ,,
4950,Algérie,Ferkane ,,
4951,Côte d\'Ivoire,Ferkessédougou ,,
4952,Sénégal,Ferlo,Région géographique ,
4953,Manche ; France,Fermanville ,,
4954,Algérie,Fermatou ,,
4955,Guinée équatoriale,Fernando Poo,Île ,
4956,Gabon,Fernan Vaz,Lagune ,
4957,Ain ; France,Ferney-Voltaire ,,
4958,Ain ; France,Ferney ,,
4959,Italie,Ferrara ,,
4960,Italie,Ferrare ,,
4961,Haut-Rhin ; France,Ferrette ,,
4962,Seine-et-Marne ; France,Ferrières-en-Brie ,,
4963,Loiret ; France,Ferrières-en-Gâtinais ,,
4964,Allier ; France,Ferrières-sur-Sichon ,,
4965,Charente-Maritime ; France,Ferrières ,,
4966,Allier ; France,Ferrière ,,
4967,Espagne,Ferrol ,,
4968,Tunisie,Ferryville ,,
4969,Algérie,Fer,Cap de ,
4970,Algérie,Fesdis ,,
4971,Algérie,Fesguia ,,
4972,Eure-et-Loir ; France,Fessanvilliers-Mattanvilliers ,,
4973,Maroc,Fès ,,
4974,Algérie,Fetzara,Lac ,
4975,Libye,Fezzan,Région géographique ,
4976,Tchad,Fianga,Subdivision ,
4977,Manche ; France,Fierville-les-Mines ,,
4978,Lot ; France,Figeac ,,
4979,Portugal,Figueira da Foz ,,
4980,"Rivière-Pilote ; Martinique, Île de la",Figuier,Anse ,
4981,Algérie,Figuier,Lac du ,
4982,Maroc,Figuig ,,
4983,Cameroun,Figuil ,,
4984,Aisne ; France,Filain ,,
4985,Haute-Saône ; France,Filain ,,
4986,Algérie,Filfila ,,
4987,Algérie,Filfila,Djebel ,
4988,Algérie,Filiache ,,
4989,Niger,Filingué ,,
4990,Guinée,Fillacoundji,Région géographique ,
4991,France,Finistère,Département ,
4992,,Finlande,,
4993,Sénégal,Firdou,Région géographique ,
4994,Italie,Firenze ,,
4995,Sénégal,Fissel ,,
4996,"Maurice, Île",Flacq ,,
4997,Manche ; France,Flamanville ,,
4998,Belgique/France,Flandre,Région géographique ,
4999,Algérie,Flatters ,,
5000,"Saint-Martin, Île",Flat Island,Île ,
5001,Aisne ; France,Flavy-le-Martel ,,
5002,Orne ; France,Flers ,,
5003,Pays-Bas,Flessingue ,,
5004,Dordogne ; France,Fleurac ,,
5005,Algérie,Fleurus ,,
5006,Nièvre ; France,Fleury-sur-Loire ,,
5007,"Terre-Neuve, Île de",Fleur de Lys,Baie de la ,
5008,"Le Gosier ; Guadeloupe, Île de la",Fleur d\Épée,Anse de ,
5009,"Le Gosier ; Guadeloupe, Île de la",Fleur d\Épée,Fort ,
5010,"Le Gosier ; Guadeloupe, Île de la",Fleur d\Épée,Morne ,
5011,Eure ; France,Flipou ,,
5012,Algérie,Flissa M\Kira ,,
5013,Algérie,Flissa M\Zala ,,
5014,Ardennes ; France,Flize ,,
5015,Moselle ; France,Flocourt ,,
5016,Italie,Florence ,,
5017,Hérault ; France,Florensac ,,
5018,,Florida,Colonie britannique,
5019,,Florida,Colonie espagnole,
5020,États-Unis,Florida,État ,
5021,,Floride,Colonie britannique,
5022,,Floride,Colonie espagnole,
5023,États-Unis,Floride,État ,
5024,Algérie,Fodda ,,
5025,Algérie,Fodda,Cours d\eau ,
5026,Sénégal,Fogny,Région géographique ,
5027,Ariège ; France,Foix ,,
5028,"Fort-de-France ; Martinique, Île de la",Folleville,Morne ,
5029,Guinée,Fomi ,,
5030,"Case-Pilote ; Martinique, Île de la",Fond-Boucher ,,
5031,"Le Carbet ; Martinique, Île de la",Fond-Capot ,,
5032,"Saint-Domingue, Île de",Fond-de-l\Île-à-Vache ,,
5033,"Saint-Domingue, Île de",Fond-des-Nègres ,,
5034,"Case-Pilote ; Martinique, Île de la",Fond-Giraumont ,,
5035,Aveyron ; France,Fondamente ,,
5036,Indre-et-Loire ; France,Fondettes ,,
5037,Algérie,Fondouck ,,
5038,"Saint-Domingue, Île de",Fonds-des-Nègres ,,
5039,"Martinique, Île de la",Fonds-d\Or ,,
5040,"La Trinité ; Martinique, Île de la",Fonds-Galion,Habitation ,
5041,"Martinique, Île de la",Fonds-Saint-Denis/Le Carbet,Route ,
5042,"Martinique, Île de la",Fonds-Saint-Denis/Le Morne-Rouge,Route ,
5043,"Martinique, Île de la",Fonds-Saint-Denis ,,
5044,"Sainte-Marie ; Martinique, Île de la",Fonds-Saint-Jacques,Habitation ,
5045,"Martinique, Île de la",Fonds Galion/Sainte-Marie,Route ,
5046,"Saint-Pierre ; Martinique, Île de la",Fond des Giraumont ,,
5047,Dordogne ; France,Fonroque ,,
5048,Oise ; France,Fontaine-Chaalis ,,
5049,Algérie,Fontaine-Chaude ,,
5050,Algérie,Fontaine-du-Génie ,,
5051,Seine-et-Marne ; France,Fontainebleau ,,
5052,"Guadeloupe, Île de la",Fontaine Bouillante ,,
5053,Espagne,Fontarabie ,,
5054,"Petit-Bourg ; Guadeloupe, Île de la",Fontarabie ,,
5055,Orne ; France,Fontenai-les-Louvets ,,
5056,Orne ; France,Fontenai-sur-Orne ,,
5057,Hauts-de-Seine ; France,Fontenay-aux-Roses ,,
5058,Vendée ; France,Fontenay-le-Comte ,,
5059,Essonne ; France,Fontenay-le-Vicomte ,,
5060,Seine-et-Marne ; France,Fontenay-Trésigny ,,
5061,Vendée ; France,Fontenay ,,
5062,Belgique,Fontenoy ,,
5063,Jura ; France,Fonteny ,,
5064,Hérault ; France,Fontès ,,
5065,Maine-et-Loire,Fontevraud-l\Abbaye ,,
5066,Maine-et-Loire ; France,Fontevraud-l\Abbaye ,,
5067,Maine-et-Loire ; France,Fontevrault ,,
5068,Aude ; France,Fontiès-d\Aude ,,
5069,Mali,Fontofa,Région géographique ,
5070,"Nouvelle-Calédonie, Île de la",Fonwhary/Tontouta,Voie ferrée ,
5071,"Nouvelle-Calédonie, Île de la",Fonwhary ,,
5072,Moselle ; France,Forbach ,,
5073,Nigeria,Forcados ,,
5074,Alpes-de-Haute-Provence ; France,Forcalquier ,,
5075,Mayenne ; France,Forcé ,,
5076,Guinée-Bissau,Foréah,Région géographique ,
5077,Guinée,Forécariah,Cours d\eau ,
5078,Guinée,Forécariah ,,
5079,Guinée,Forécariah,Région géographique ,
5080,France,Forez,Région géographique ,
5081,Seine-Maritime ; France,Forges-les-Eaux ,,
5082,Oise ; France,Formerie ,,
5083,,Formose,Île de,
5084,Algérie,Fornier ,,
5085,Guinée,Forrécarriah ,,
5086,Bas-Rhin ; France,Forstfeld ,,
5087,Tchad/Cameroun,Fort-Archambault/Yaoundé,Voie ferrée ,
5088,Tchad,Fort-Archambault,Subdivision ,
5089,Tchad,Fort-Archambault ,,
5090,Chine,Fort-Bayard ,,
5091,Algérie,Fort-Charlet ,,
5092,Mauritanie,Fort-Coppolani ,,
5093,République centrafricaine,Fort-Crampel/Fort-Sibut,Voie ferrée ,
5094,République centrafricaine,Fort-Crampel ,,
5095,République centrafricaine,Fort-Crampel,Subdivision ,
5096,"Saint-Domingue, Île de",Fort-Dauphin ,,
5097,"Martinique, Île de la",Fort-de-France/La Trinité,Voie ferrée ,
5098,"Martinique, Île de la",Fort-de-France/Le Lamentin,Route ,
5099,"Martinique, Île de la",Fort-de-France/Saint-Pierre,Route ,
5100,"Martinique, Île de la",Fort-de-France ,,
5101,"Martinique, Île de la",Fort-de-la-République ,,
5102,Algérie,Fort-de-l’Eau ,,
5103,République centrafricaine,Fort-de-Possel ,,
5104,Soudan du Sud,Fort-Desaix ,,
5105,Algérie,Fort-Flatters ,,
5106,Cameroun,Fort-Foureau ,,
5107,Cameroun,Fort-Foureau,Circonscription ,
5108,Cameroun,Fort-Foureau,Subdivision ,
5109,Algérie,Fort-Génois,Carrière ,
5110,Mauritanie,Fort-Gouraud/Port-Étienne,Voie ferrée ,
5111,Mauritanie/Algérie,Fort-Gouraud/Tindouf,Route ,
5112,Mauritanie,Fort-Gouraud ,,
5113,Soudan du Sud,Fort-Hossinger ,,
5114,Côte d\'Ivoire,Fort-Joinville ,,
5115,Tchad,Fort-Lamy,Subdivision ,
5116,Tchad,Fort-Lamy ,,
5117,Algérie,Fort-Laperrine ,,
5118,Saint-Domingue,Fort-Liberté ,,
5119,Algérie,Fort-Miribel ,,
5120,Sénégal,Fort-Montpensier ,,
5121,Algérie,Fort-Napoléon ,,
5122,Algérie,Fort-Napoléon,Cercle ,
5123,Algérie,Fort-National ,,
5124,Algérie,Fort-National,Arrondissement ,
5125,Algérie,Fort-National,Cercle ,
5126,Algérie,Fort-National,Commune mixte ,
5127,Côte d\'Ivoire,Fort-Nemours ,,
5128,New York ; États-Unis,Fort-Orange ,,
5129,Algérie,Fort-Polignac ,,
5130,Ouidah ; Bénin,Fort-Portugais ,,
5131,Tchad,Fort-Pradié ,,
5132,Mauritanie,Fort-Repoux ,,
5133,République du Congo,Fort-Rousset ,,
5134,République du Congo,Fort-Rousset,Subdivision ,
5135,"Martinique, Île de la",Fort-Royal/Morne Garnier,Route ,
5136,"Basse-Terre ; Guadeloupe, Île de la",Fort-Royal,Fort ,
5137,"Grenade, Île de",Fort-Royal ,,
5138,"Martinique, Île de la",Fort-Royal ,,
5139,"Saint-Pierre ; Martinique, Île de la",Fort-Saint-Pierre,Quartier ,
5140,République centrafricaine,Fort-Sibut ,,
5141,République centrafricaine,Fort-Sibut,Subdivision ,
5142,République du Congo,Fort-Soufflay ,,
5143,Mauritanie,Fort-Trinquet ,,
5144,Algérie,Fortass,Djebel ,
5145,Canada,Forteau Bay ,,
5146,Pas-de-Calais ; France,Fortel-en-Artois ,,
5147,Guyana,Fort Island ,,
5148,,Fort Ross Californie ; États-Unis),,
5149,Moselle ; France,Fossieux ,,
5150,Somme ; France,Foucaucourt-en-Santerre ,,
5151,Somme ; France,Foucaucourt-Hors-Nesle ,,
5152,Meuse ; France,Foucaucourt-sur-Thabas ,,
5153,Meuse ; France,Foucaucourt ,,
5154,Bas-Rhin ; France,Fouchy ,,
5155,"Nouvelle-Calédonie, Île de la",Foué,Presqu\île ,
5156,Gabon,Fougamou/Sindara,Route ,
5157,Gabon,Fougamou,Chutes de ,
5158,Ille-et-Vilaine ; France,Fougères ,,
5159,Guinée,Fougoumba ,,
5160,"Pointe-à-Pitre ; Guadeloupe, Île de la",Fouillole,Pointe ,
5161,Algérie,Fouka ,,
5162,Mali,Fouladougou,Région géographique ,
5163,République du Congo,Foulakari,Cours d\eau ,
5164,Ardennes ; France,Foulzy ,,
5165,Cameroun,Foumban ,,
5166,Cameroun,Foumban,Circonscription ,
5167,Algérie,Foum El Gherza ,,
5168,Algérie,Foum El Gueiss ,,
5169,Algérie,Foum Toub ,,
5170,Sénégal,Foundiougne,Cercle ,
5171,Sénégal,Foundiougne ,,
5172,Charente ; France,Fouquebrune ,,
5173,Charente ; France,Fouqueure ,,
5174,Louisiane ; États-Unis,Fourche des Chetimachas,Cours d\eau ,
5175,Algérie,Fourchi ,,
5176,"Cap-Breton, Île du",Fourchu ,,
5177,Doubs ; France,Fourgs ,,
5178,Nord ; France,Fourmies ,,
5179,Lozère ; France,Fournels ,,
5180,République centrafricaine,Fouroumbala,Subdivision ,
5181,Guinée,Fouta Djalon,Région géographique ,
5182,Sénégal,Fouta Toro,Région géographique ,
5183,Sénégal,Fouta,Région géographique ,
5184,Chine,Fou Kien,Province ,
5185,Chine,Fou Tcheou ,,
5186,Algérie,Foy ,,
5187,Côte d\'Ivoire,Frambo ,,
5188,Italie,Framura ,,
5189,Moselle ; France,Francaltroff ,,
5190,,France,,
5191,Gabon,Franceville ,,
5192,Gabon,Franceville,Subdivision ,
5193,Amérique du Sud,France équinoxiale,Région géographique ,
5194,"Mascareignes, Îles",France,Île de ,
5195,France,Franche-Comté,Région géographique ,
5196,Oise ; France,Francières ,,
5197,Algérie,Francis-Garnier ,,
5198,Allemagne,Franconie,Région géographique ,
5199,Val-d’Oise ; France,Franconville ,,
5200,Allemagne ; Région historique,Franken ,,
5201,République du Congo,Franktown ,,
5202,Eure ; France,Franqueville ,,
5203,Canada,Fraser,Cours d\eau ,
5204,Doubs ; France,Frasne ,,
5205,"Guadeloupe, Île de la",Fraternité ,,
5206,Tarn ; France,Frausseilles ,,
5207,Jura ; France,Frébuans ,,
5208,"Terre-Neuve, Île de",Freels,Cap ,
5209,Sierra Leone,Freetown ,,
5210,Algérie,Freha ,,
5211,Allemagne,Freiburg im Breisgau ,,
5212,Var ; France,Fréjus ,,
5213,Meurthe-et-Moselle ; France,Frémonville ,,
5214,Algérie,Frenda ,,
5215,Algérie,Frenda,Annexe ,
5216,Algérie,Frenda,Arrondissement ,
5217,Algérie,Frenda,Commune mixte ,
5218,Vosges ; France,Frenelle-la-Grande ,,
5219,Côte d\'Ivoire,Fresco ,,
5220,Côte d\'Ivoire,Fresco,Lagune de ,
5221,Eure-et-Loir,Fresnay-le-Comte ,,
5222,Eure-et-Loir,Fresnay-le-Gilmert ,,
5223,Eure-et-Loir,Fresnay-l\Évêque ,,
5224,Eure-et-Loir ; France,Fresnay ,,
5225,Meuse ; France,Fresnes-au-Mont ,,
5226,Moselle ; France,Fresnes-en-Saulnois ,,
5227,Aisne ; France,Fresnes-en-Tardenois ,,
5228,Meuse ; France,Fresnes-en-Woëvre ,,
5229,Pas-de-Calais ; France,Fresnes-lès-Montauban ,,
5230,Somme ; France,Fresnes-Mazancourt ,,
5231,Haute-Marne ; France,Fresnes-sur-Apance ,,
5232,Nord ; France,Fresnes-sur-Escaut ,,
5233,Seine-et-Marne ; France,Fresnes-sur-Marne ,,
5234,Somme ; France,Fresnes-Tilloloy ,,
5235,Aisne ; France,Fresnes ,,
5236,Côte-d\'Or ; France,Fresnes ,,
5237,Loir-et-Cher ; France,Fresnes ,,
5238,Val-de-Marne ; France,Fresnes ,,
5239,Yonne ; France,Fresnes ,,
5240,Lot-et-Garonne ; France,Frespech ,,
5241,Vosges ; France,Fresse-sur-Moselle ,,
5242,Creuse ; France,Fresselines ,,
5243,Vosges ; France,Fresse ,,
5244,"Nouméa ; Nouvelle-Calédonie, Île de la",Freycinet,Îlot ,
5245,Guinée,Fria ,,
5246,Allemagne,Fribourg-en-Brisgau ,,
5247,Suisse,Fribourg ,,
5248,Aisne ; France,Frières-Faillouël ,,
5249,Guinée,Friguiagbé ,,
5250,Alger ; Algérie,Frikat ,,
5251,Constantine ; Algérie,Frikat ,,
5252,Italie,Frioul-Vénétie julienne,Région géographique ,
5253,Italie ; Région,Friuli-Venezia Giulia ,,
5254,Haute-Saône ; France,Froideterre ,,
5255,Algérie,Fromentin ,,
5256,Gironde ; France,Fronsac ,,
5257,Kingston ; Canada,Frontenac,Fort ,
5258,Haute-Garonne ; France,Frontignan-de-Comminges ,,
5259,Haute-Garonne ; France,Frontignan-Savès ,,
5260,Hérault ; France,Frontignan ,,
5261,Haute-Saône ; France,Frotey-lès-Lure ,,
5262,Haute-Saône ; France,Frotey-lès-Vesoul ,,
5263,Saône-et-Loire ; France,Fuissé ,,
5264,Chine,Fujian,Province ,
