,Administration,NAME,Type,titre,titre_encoded,IREL_url,Coordonnees,latitude,longitude,Administration_bis,Lieu-dit_bis,placeName
2433,Algérie,Bou Andas ,,Bou Andas (Algérie),Bou%20Andas%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Andas%20%28Alg%C3%A9rie%29,36.5854 5.0659,36.5854,5.0659,,,Algérie
2434,Algérie,Bou Arfa ,,Bou Arfa (Algérie),Bou%20Arfa%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Arfa%20%28Alg%C3%A9rie%29,36.4268 2.7759,36.4268,2.7759,,,Algérie
2436,Algérie,Bou Aricha ,,Bou Aricha (Algérie),Bou%20Aricha%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Aricha%20%28Alg%C3%A9rie%29,,,,,,Algérie
2437,Algérie,Bou Assem ,,Bou Assem (Algérie),Bou%20Assem%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Assem%20%28Alg%C3%A9rie%29,36.6339 4.0341,36.6339,4.0341,,,Algérie
2438,Algérie,Bou Berak ,,Bou Berak (Algérie),Bou%20Berak%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Berak%20%28Alg%C3%A9rie%29,36.8814 3.8334,36.8814,3.8334,,,Algérie
2439,Algérie,Bou Caïd ,,Bou Caïd (Algérie),Bou%20Ca%C3%AFd%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Ca%C3%AFd%20%28Alg%C3%A9rie%29,35.8911 1.6197,35.8911,1.6197,,,Algérie
2440,Algérie,Bou Chemla,Cours d\'eau ,Bou ChemlaCours d\eau (Algérie),Bou%20ChemlaCours%20d%5Ceau%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20ChemlaCours%20d%5Ceau%20%28Alg%C3%A9rie%29,,,,,,Algérie
2441,Algérie,Bou Djebaâ ,,Bou Djebaâ (Algérie),Bou%20Djeba%C3%A2%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Djeba%C3%A2%20%28Alg%C3%A9rie%29,35.3503 -0.3294,35.3503,-0.3294,,,Algérie
2442,Algérie,Bou Faïma ,,Bou Faïma (Algérie),Bou%20Fa%C3%AFma%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Fa%C3%AFma%20%28Alg%C3%A9rie%29,36.5517 3.8063,36.5517,3.8063,,,Algérie
2443,Algérie,Bou Far ,,Bou Far (Algérie),Bou%20Far%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Far%20%28Alg%C3%A9rie%29,,,,,,Algérie
2444,Algérie,Bou Fernana ,,Bou Fernana (Algérie),Bou%20Fernana%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Fernana%20%28Alg%C3%A9rie%29,36.7667 7.0167,36.7667,7.0167,,,Algérie
2445,Algérie,Bou Fouah ,,Bou Fouah (Algérie),Bou%20Fouah%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Fouah%20%28Alg%C3%A9rie%29,36.4778 6.2298,36.4778,6.2298,,,Algérie
2446,Algérie,Bou Guergar ,,Bou Guergar (Algérie),Bou%20Guergar%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Guergar%20%28Alg%C3%A9rie%29,36.4638 7.4545,36.4638,7.4545,,,Algérie
2447,Algérie,Bou Guergour ,,Bou Guergour (Algérie),Bou%20Guergour%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Guergour%20%28Alg%C3%A9rie%29,36.4638 7.4545,36.4638,7.4545,,,Algérie
2448,Algérie,Bou Hadjar ,,Bou Hadjar (Algérie),Bou%20Hadjar%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Hadjar%20%28Alg%C3%A9rie%29,36.5037 8.1074,36.5037,8.1074,,,Algérie
2449,Algérie,Bou Hallou ,,Bou Hallou (Algérie),Bou%20Hallou%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Hallou%20%28Alg%C3%A9rie%29,36.4356 1.2993,36.4356,1.2993,,,Algérie
2450,Algérie,Bou Hamama ,,Bou Hamama (Algérie),Bou%20Hamama%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Hamama%20%28Alg%C3%A9rie%29,35.3223 6.7477,35.3223,6.7477,,,Algérie
2451,Algérie,Bou Hamdane ,,Bou Hamdane (Algérie),Bou%20Hamdane%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Hamdane%20%28Alg%C3%A9rie%29,36.4519 7.1237,36.4519,7.1237,,,Algérie
2452,Algérie,Bou Hamedi ,,Bou Hamedi (Algérie),Bou%20Hamedi%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Hamedi%20%28Alg%C3%A9rie%29,,,,,,Algérie
2453,Algérie,Bou Hamra,Massif du ,Bou HamraMassif du (Algérie),Bou%20HamraMassif%20du%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20HamraMassif%20du%20%28Alg%C3%A9rie%29,,,,,,Algérie
2454,Algérie,Bou Hanifia ,,Bou Hanifia (Algérie),Bou%20Hanifia%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Hanifia%20%28Alg%C3%A9rie%29,35.3147 -0.0504,35.3147,-0.0504,,,Algérie
2455,Algérie,Bou Haouch ,,Bou Haouch (Algérie),Bou%20Haouch%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Haouch%20%28Alg%C3%A9rie%29,36.0500 7.4667,36.0500,7.4667,,,Algérie
2456,Algérie,Bou Haroun ,,Bou Haroun (Algérie),Bou%20Haroun%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Haroun%20%28Alg%C3%A9rie%29,36.6250 2.6575,36.6250,2.6575,,,Algérie
2457,Algérie,Bou Hatem ,,Bou Hatem (Algérie),Bou%20Hatem%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Hatem%20%28Alg%C3%A9rie%29,36.2833 5.9167,36.2833,5.9167,,,Algérie
2458,Algérie,Bou Ismaël ,,Bou Ismaël (Algérie),Bou%20Isma%C3%ABl%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Isma%C3%ABl%20%28Alg%C3%A9rie%29,36.6426 2.6901,36.6426,2.6901,,,Algérie
2459,Algérie,Bou Kaïs,Djebel ,Bou KaïsDjebel (Algérie),Bou%20Ka%C3%AFsDjebel%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Ka%C3%AFsDjebel%20%28Alg%C3%A9rie%29,,,,,,Algérie
2460,Algérie,Bou Khadra ,,Bou Khadra (Algérie),Bou%20Khadra%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Khadra%20%28Alg%C3%A9rie%29,35.7449 8.0339,35.7449,8.0339,,,Algérie
2461,Algérie,Bou Khalfa ,,Bou Khalfa (Algérie),Bou%20Khalfa%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Khalfa%20%28Alg%C3%A9rie%29,36.7364 4.0189,36.7364,4.0189,,,Algérie
2462,Algérie,Bou Khiama ,,Bou Khiama (Algérie),Bou%20Khiama%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Khiama%20%28Alg%C3%A9rie%29,36.7412 5.0155,36.7412,5.0155,,,Algérie
2463,Algérie,Bou Kmira ,,Bou Kmira (Algérie),Bou%20Kmira%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Kmira%20%28Alg%C3%A9rie%29,,,,,,Algérie
2464,Algérie,Bou Kourchfa ,,Bou Kourchfa (Algérie),Bou%20Kourchfa%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Kourchfa%20%28Alg%C3%A9rie%29,,,,,,Algérie
2465,Algérie,Bou Ksaïba ,,Bou Ksaïba (Algérie),Bou%20Ksa%C3%AFba%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Ksa%C3%AFba%20%28Alg%C3%A9rie%29,36.4680 6.3797,36.4680,6.3797,,,Algérie
2466,Algérie,Bou Mahni ,,Bou Mahni (Algérie),Bou%20Mahni%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Mahni%20%28Alg%C3%A9rie%29,36.5483 3.8942,36.5483,3.8942,,,Algérie
2467,Algérie,Bou Malek ,,Bou Malek (Algérie),Bou%20Malek%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Malek%20%28Alg%C3%A9rie%29,36.2806 6.2292,36.2806,6.2292,,,Algérie
2468,Algérie,Bou Medfa ,,Bou Medfa (Algérie),Bou%20Medfa%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Medfa%20%28Alg%C3%A9rie%29,36.3707 2.4767,36.3707,2.4767,,,Algérie
2469,Algérie,Bou Merzoug,Cours d\'eau ,Bou MerzougCours d\eau (Algérie),Bou%20MerzougCours%20d%5Ceau%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20MerzougCours%20d%5Ceau%20%28Alg%C3%A9rie%29,,,,,,Algérie
2470,Algérie,Bou Merzoug,Vallée du ,Bou MerzougVallée du (Algérie),Bou%20MerzougVall%C3%A9e%20du%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20MerzougVall%C3%A9e%20du%20%28Alg%C3%A9rie%29,,,,,,Algérie
2471,Algérie,Bou Mesroug,Cours d\'eau ,Bou MesrougCours d\eau (Algérie),Bou%20MesrougCours%20d%5Ceau%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20MesrougCours%20d%5Ceau%20%28Alg%C3%A9rie%29,,,,,,Algérie
2472,Algérie,Bou Namoussa,Cours d\'eau ,Bou NamoussaCours d\eau (Algérie),Bou%20NamoussaCours%20d%5Ceau%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20NamoussaCours%20d%5Ceau%20%28Alg%C3%A9rie%29,,,,,,Algérie
2473,Algérie,Bou Nouh ,,Bou Nouh (Algérie),Bou%20Nouh%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Nouh%20%28Alg%C3%A9rie%29,36.5000 3.9333,36.5000,3.9333,,,Algérie
2474,Algérie,Bou Rached ,,Bou Rached (Algérie),Bou%20Rached%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Rached%20%28Alg%C3%A9rie%29,36.1727 1.9333,36.1727,1.9333,,,Algérie
2475,Algérie,Bou Rchach ,,Bou Rchach (Algérie),Bou%20Rchach%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Rchach%20%28Alg%C3%A9rie%29,35.5244 -1.0158,35.5244,-1.0158,,,Algérie
2476,Algérie,Bou Rouis ,,Bou Rouis (Algérie),Bou%20Rouis%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Rouis%20%28Alg%C3%A9rie%29,,,,,,Algérie
2477,Algérie,Bou Roumane ,,Bou Roumane (Algérie),Bou%20Roumane%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Roumane%20%28Alg%C3%A9rie%29,35.3659 0.9629,35.3659,0.9629,,,Algérie
2478,Algérie,Bou Roumi ,,Bou Roumi (Algérie),Bou%20Roumi%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Roumi%20%28Alg%C3%A9rie%29,36.4745 2.6490,36.4745,2.6490,,,Algérie
2479,Algérie,Bou Roumi,Cours d\'eau ,Bou RoumiCours d\eau (Algérie),Bou%20RoumiCours%20d%5Ceau%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20RoumiCours%20d%5Ceau%20%28Alg%C3%A9rie%29,,,,,,Algérie
2480,Algérie,Bou Saâda ,,Bou Saâda (Algérie),Bou%20Sa%C3%A2da%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Sa%C3%A2da%20%28Alg%C3%A9rie%29,35.2085 4.1740,35.2085,4.1740,,,Algérie
2481,Algérie,Bou Saâda,Arrondissement ,Bou SaâdaArrondissement (Algérie),Bou%20Sa%C3%A2daArrondissement%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Sa%C3%A2daArrondissement%20%28Alg%C3%A9rie%29,,,,,,Algérie
2482,Algérie,Bou Saâda,Cercle ,Bou SaâdaCercle (Algérie),Bou%20Sa%C3%A2daCercle%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Sa%C3%A2daCercle%20%28Alg%C3%A9rie%29,,,,,,Algérie
2483,Algérie,Bou Saâda,Commune mixte ,Bou SaâdaCommune mixte (Algérie),Bou%20Sa%C3%A2daCommune%20mixte%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Sa%C3%A2daCommune%20mixte%20%28Alg%C3%A9rie%29,,,,,,Algérie
2484,Algérie,Bou Selah ,,Bou Selah (Algérie),Bou%20Selah%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Selah%20%28Alg%C3%A9rie%29,36.2833 5.9167,36.2833,5.9167,,,Algérie
2485,Algérie,Bou Sfer ,,Bou Sfer (Algérie),Bou%20Sfer%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Sfer%20%28Alg%C3%A9rie%29,35.7018 -0.8106,35.7018,-0.8106,,,Algérie
2486,Algérie,Bou Sfer,Plaine de ,Bou SferPlaine de (Algérie),Bou%20SferPlaine%20de%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20SferPlaine%20de%20%28Alg%C3%A9rie%29,,,,,,Algérie
2487,Algérie,Bou Snib ,,Bou Snib (Algérie),Bou%20Snib%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Snib%20%28Alg%C3%A9rie%29,,,,,,Algérie
2488,Algérie,Bou Taïeb ,,Bou Taïeb (Algérie),Bou%20Ta%C3%AFeb%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Ta%C3%AFeb%20%28Alg%C3%A9rie%29,36.6722 7.2696,36.6722,7.2696,,,Algérie
2489,Algérie,Bou Thaleb ,,Bou Thaleb (Algérie),Bou%20Thaleb%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Thaleb%20%28Alg%C3%A9rie%29,35.6731 5.3430,35.6731,5.3430,,,Algérie
2490,Algérie,Bou Tlélis ,,Bou Tlélis (Algérie),Bou%20Tl%C3%A9lis%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20Tl%C3%A9lis%20%28Alg%C3%A9rie%29,35.5727 -0.8996,35.5727,-0.8996,,,Algérie
2491,Algérie,Bou Zizi,Montagne ,Bou ZiziMontagne (Algérie),Bou%20ZiziMontagne%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bou%20ZiziMontagne%20%28Alg%C3%A9rie%29,,,,,,Algérie
2497,Algérie,Brabtia ,,Brabtia (Algérie),Brabtia%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Brabtia%20%28Alg%C3%A9rie%29,36.8844 8.2364,36.8844,8.2364,,,Algérie
2500,Algérie,Braktias ,,Braktias (Algérie),Braktias%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Braktias%20%28Alg%C3%A9rie%29,35.6340 4.8126,35.6340,4.8126,,,Algérie
2506,Algérie,Branis ,,Branis (Algérie),Branis%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Branis%20%28Alg%C3%A9rie%29,34.9695 5.7673,34.9695,5.7673,,,Algérie
2526,Algérie,Brazza ,,Brazza (Algérie),Brazza%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Brazza%20%28Alg%C3%A9rie%29,36.0697 2.9011,36.0697,2.9011,,,Algérie
2527,Algérie,Bréa ,,Bréa (Algérie),Br%C3%A9a%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Br%C3%A9a%20%28Alg%C3%A9rie%29,34.9101 -1.3218,34.9101,-1.3218,,,Algérie
2556,Algérie,Brezina ,,Brezina (Algérie),Brezina%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Brezina%20%28Alg%C3%A9rie%29,33.0989 1.2608,33.0989,1.2608,,,Algérie
2614,Algérie,Bugeaud ,,Bugeaud (Algérie),Bugeaud%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Bugeaud%20%28Alg%C3%A9rie%29,36.9113 7.6772,36.9113,7.6772,,,Algérie
2632,Algérie,Burdeau ,,Burdeau (Algérie),Burdeau%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Burdeau%20%28Alg%C3%A9rie%29,35.4306 1.7571,35.4306,1.7571,,,Algérie
2673,Algérie,Cacherou ,,Cacherou (Algérie),Cacherou%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Cacherou%20%28Alg%C3%A9rie%29,35.3308 0.3418,35.3308,0.3418,,,Algérie
2674,Algérie,Cacherou,Commune mixte ,CacherouCommune mixte (Algérie),CacherouCommune%20mixte%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=CacherouCommune%20mixte%20%28Alg%C3%A9rie%29,,,,,,Algérie
2698,Algérie,Caïdat des Azels,Région géographique ,Caïdat des AzelsRégion géographique (Algérie),Ca%C3%AFdat%20des%20AzelsR%C3%A9gion%20g%C3%A9ographique%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ca%C3%AFdat%20des%20AzelsR%C3%A9gion%20g%C3%A9ographique%20%28Alg%C3%A9rie%29,,,,,,Algérie
2755,Algérie,Camp-des-Chênes ,,Camp-des-Chênes (Algérie),Camp-des-Ch%C3%AAnes%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Camp-des-Ch%C3%AAnes%20%28Alg%C3%A9rie%29,35.9938 2.1456,35.9938,2.1456,,,Algérie
2756,Algérie,Camp-des-Scorpions ,,Camp-des-Scorpions (Algérie),Camp-des-Scorpions%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Camp-des-Scorpions%20%28Alg%C3%A9rie%29,35.9500 2.1167,35.9500,2.1167,,,Algérie
2757,Algérie,Camp-du-Maréchal ,,Camp-du-Maréchal (Algérie),Camp-du-Mar%C3%A9chal%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Camp-du-Mar%C3%A9chal%20%28Alg%C3%A9rie%29,36.7441 3.9004,36.7441,3.9004,,,Algérie
2788,Algérie,Canastel,Cap ,CanastelCap (Algérie),CanastelCap%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=CanastelCap%20%28Alg%C3%A9rie%29,,,,,,Algérie
2805,Algérie,Canrobert ,,Canrobert (Algérie),Canrobert%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Canrobert%20%28Alg%C3%A9rie%29,35.8754 7.1135,35.8754,7.1135,,,Algérie
2821,Algérie,Cap-Aokas ,,Cap-Aokas (Algérie),Cap-Aokas%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Cap-Aokas%20%28Alg%C3%A9rie%29,36.6346 5.2474,36.6346,5.2474,,,Algérie
2827,Algérie,Cap-Djinet ,,Cap-Djinet (Algérie),Cap-Djinet%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Cap-Djinet%20%28Alg%C3%A9rie%29,36.8781 3.7231,36.8781,3.7231,,,Algérie
2831,Algérie,Cap-Matifou ,,Cap-Matifou (Algérie),Cap-Matifou%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Cap-Matifou%20%28Alg%C3%A9rie%29,36.7866 3.2444,36.7866,3.2444,,,Algérie
2863,Algérie,Cap Rouge ,,Cap Rouge (Algérie),Cap%20Rouge%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Cap%20Rouge%20%28Alg%C3%A9rie%29,35.7747 -0.5520,35.7747,-0.5520,,,Algérie
2883,Algérie,Carbon,Cap ,CarbonCap (Algérie),CarbonCap%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=CarbonCap%20%28Alg%C3%A9rie%29,,,,,,Algérie
2901,Algérie,Carnot ,,Carnot (Algérie),Carnot%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Carnot%20%28Alg%C3%A9rie%29,36.2695 1.6861,36.2695,1.6861,,,Algérie
2929,Alger ,Casbah,Quartier ,CasbahQuartier (Alger ; Algérie),CasbahQuartier%20%28Alger%20%3B%20Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=CasbahQuartier%20%28Alger%20%3B%20Alg%C3%A9rie%29,,,,Algérie,,Algérie
2930,Oran ,Casbah,Quartier ,CasbahQuartier (Oran ; Algérie),CasbahQuartier%20%28Oran%20%3B%20Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=CasbahQuartier%20%28Oran%20%3B%20Alg%C3%A9rie%29,,,,Algérie,,Algérie
2941,Algérie,Cassaigne ,,Cassaigne (Algérie),Cassaigne%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Cassaigne%20%28Alg%C3%A9rie%29,36.0973 0.4222,36.0973,0.4222,,,Algérie
2983,Algérie,Castiglione ,,Castiglione (Algérie),Castiglione%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Castiglione%20%28Alg%C3%A9rie%29,36.6426 2.6901,36.6426,2.6901,,,Algérie
3000,Algérie,Catinat ,,Catinat (Algérie),Catinat%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Catinat%20%28Alg%C3%A9rie%29,36.7187 6.3361,36.7187,6.3361,,,Algérie
3025,Algérie,Cavaignac ,,Cavaignac (Algérie),Cavaignac%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Cavaignac%20%28Alg%C3%A9rie%29,36.4166 1.1962,36.4166,1.1962,,,Algérie
3027,Algérie,Cavallo El Aouana ,,Cavallo El Aouana (Algérie),Cavallo%20El%20Aouana%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Cavallo%20El%20Aouana%20%28Alg%C3%A9rie%29,36.7751 5.5999,36.7751,5.5999,,,Algérie
3028,Algérie,Cavallo ,,Cavallo (Algérie),Cavallo%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Cavallo%20%28Alg%C3%A9rie%29,36.7751 5.5999,36.7751,5.5999,,,Algérie
3036,Algérie,Caxine,Cap ,CaxineCap (Algérie),CaxineCap%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=CaxineCap%20%28Alg%C3%A9rie%29,,,,,,Algérie
3063,Algérie,Cérez ,,Cérez (Algérie),C%C3%A9rez%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=C%C3%A9rez%20%28Alg%C3%A9rie%29,35.9811 4.8789,35.9811,4.8789,,,Algérie
3074,Algérie,Chaabat Ouled Chelih ,,Chaabat Ouled Chelih (Algérie),Chaabat%20Ouled%20Chelih%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Chaabat%20Ouled%20Chelih%20%28Alg%C3%A9rie%29,35.3652 6.0000,35.3652,6.0000,,,Algérie
3075,Algérie,Chabersas ,,Chabersas (Algérie),Chabersas%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Chabersas%20%28Alg%C3%A9rie%29,,,,,,Algérie
3076,Algérie,Chabet El Akra,Gorges du ,Chabet El AkraGorges du (Algérie),Chabet%20El%20AkraGorges%20du%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Chabet%20El%20AkraGorges%20du%20%28Alg%C3%A9rie%29,,,,,,Algérie
3077,Algérie,Chabet El Ameur ,,Chabet El Ameur (Algérie),Chabet%20El%20Ameur%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Chabet%20El%20Ameur%20%28Alg%C3%A9rie%29,36.6371 3.6947,36.6371,3.6947,,,Algérie
