,Administration,NAME,Type,titre
3975,Aube ; France,Dampierre ,,Dampierre (Aube ; France)
3976,Calvados ; France,Dampierre ,,Dampierre (Calvados ; France)
3977,Haute-Marne ; France,Dampierre ,,Dampierre (Haute-Marne ; France)
3978,Jura ; France,Dampierre ,,Dampierre (Jura ; France)
3979,Loiret ; France,Dampierre ,,Dampierre (Loiret ; France)
3980,,Dampier,Détroit de',DampierDétroit de
3981,Algérie,Damrémont ,,Damrémont (Algérie)
3982,Côte d’Ivoire,Danané/Man,Route ,Danané/ManRoute (Côte d’Ivoire)
3983,Côte d\'Ivoire,Danané ,,Danané (Côte d\Ivoire)
3984,,Danemark',,Danemark
3985,Guinée équatoriale,Danger,Estuaire ,DangerEstuaire (Guinée équatoriale)
3986,Cambodge,Dangrek,Montagne ,DangrekMontagne (Cambodge)
3987,Vietnam,Dang Gia ,,Dang Gia (Vietnam)
3988,Vietnam,Dankia,Lac de ,DankiaLac de (Vietnam)
3989,Moselle ; France,Danne-et-Quatre-Vents ,,Danne-et-Quatre-Vents (Moselle ; France)
3990,Moselle ; France,Danne-Quatrevents ,,Danne-Quatrevents (Moselle ; France)
3991,Pologne,Dantzig ,,Dantzig (Pologne)
3992,Loir-et-Cher ; France,Danzé ,,Danzé (Loir-et-Cher ; France)
3993,Vietnam,Dan Ha ,,Dan Ha (Vietnam)
3994,Vietnam,Dan Phuong ,,Dan Phuong (Vietnam)
3995,Togo,Dapango,Cercle ,DapangoCercle (Togo)
3996,Togo,Dapango ,,Dapango (Togo)
3997,Togo,Dapaong ,,Dapaong (Togo)
3998,Vietnam,Dap Cau ,,Dap Cau (Vietnam)
3999,République centrafricaine,Dar-Kouti,Circonscription ,Dar-KoutiCirconscription (République centrafricaine)
4000,Sénégal,Dara Salam ,,Dara Salam (Sénégal)
4001,,Dardanelles,Détroit des',DardanellesDétroit des
4002,Algérie,Dardara,Cours d\'eau ,DardaraCours d\eau (Algérie)
4003,Soudan,Darfour,Région géographique ,DarfourRégion géographique (Soudan)
4004,Algérie,Darguinah ,,Darguinah (Algérie)
4005,,Darien,Golfe de',DarienGolfe de
4006,Panama,Darien,Isthme de ,DarienIsthme de (Panama)
4007,Vietnam,Darlac,Province ,DarlacProvince (Vietnam)
4008,Allemagne,Darmstadt ,,Darmstadt (Allemagne)
4009,Seine-Maritime ; France,Darnétal ,,Darnétal (Seine-Maritime ; France)
4010,Vosges ; France,Darney ,,Darney (Vosges ; France)
4011,Sénégal,Darou Mousty ,,Darou Mousty (Sénégal)
4012,Burkina Faso,Darsalami ,,Darsalami (Burkina Faso)
4013,Sénégal,Darsalam ,,Darsalam (Sénégal)
4014,Algérie,Darsoun ,,Darsoun (Algérie)
4015,Algérie,Dar Beïda ,,Dar Beïda (Algérie)
4016,Algérie,Dar Ben Abdallah ,,Dar Ben Abdallah (Algérie)
4017,Algérie,Dar Chioukh ,,Dar Chioukh (Algérie)
4018,Algérie,Dar El Beïda ,,Dar El Beïda (Algérie)
4019,Algérie,Dar El Fouini ,,Dar El Fouini (Algérie)
4020,Maroc,Dar El Kebdani ,,Dar El Kebdani (Maroc)
4021,Soudan,Dar Guimr,Région géographique ,Dar GuimrRégion géographique (Soudan)
4022,Soudan,Dar Massalit,Région géographique ,Dar MassalitRégion géographique (Soudan)
4023,République centrafricaine,Dar Rounga,Région géographique ,Dar RoungaRégion géographique (République centrafricaine)
4024,Sénégal,Dar Salam ,,Dar Salam (Sénégal)
4025,Bénin,Dassa Zoumé ,,Dassa Zoumé (Bénin)
4026,Djibouti,Datato ,,Datato (Djibouti)
4027,Éthiopie,Datchatou,Cours d\'eau ,DatchatouCours d\eau (Éthiopie)
4028,Maine-et-Loire ; France,Daumeray ,,Daumeray (Maine-et-Loire ; France)
4029,Alabama ; États-Unis,Dauphine Island ,,Dauphine Island (Alabama ; États-Unis)
4030,Alabama ; États-Unis,Dauphine,Île ,DauphineÎle (Alabama ; États-Unis)
4031,France,Dauphiné,Région géographique ,DauphinéRégion géographique (France)
4032,"Sainte-Lucie, Île",Dauphin ,,Dauphin (Sainte-LucieÎle)
4033,Canada,Dautrée,Seigneurie ,DautréeSeigneurie (Canada)
4034,Algérie,Davout ,,Davout (Algérie)
4035,Birmanie,Dawei Island ,,Dawei Island (Birmanie)
4036,Birmanie,Dawei ,,Dawei (Birmanie)
4037,Saint-Domingue Île de,Daxavon ,,Daxavon (Saint-Domingue Île de)
4038,Allemagne,Daxlanden ,,Daxlanden (Allemagne)
4039,Landes ; France,Dax ,,Dax (Landes ; France)
4040,Algérie,Daya ,,Daya (Algérie)
4041,Djibouti,Day,Forêt de ,DayForêt de (Djibouti)
4042,Vietnam,Da Can ,,Da Can (Vietnam)
4043,Vietnam,Da Lat/Krong Pha,Route ,Da Lat/Krong PhaRoute (Vietnam)
4044,Vietnam,Da Lat/Krong Pha,Voie ferrée ,Da Lat/Krong PhaVoie ferrée (Vietnam)
4045,Vietnam,Da Lat/Phan Rang,Voie ferrée ,Da Lat/Phan RangVoie ferrée (Vietnam)
4046,Vietnam,Da Lat ,,Da Lat (Vietnam)
4047,Vietnam,Da Nang ,,Da Nang (Vietnam)
4048,Vietnam,Da Nhim,Cours d\'eau ,Da NhimCours d\eau (Vietnam)
4049,Chau Doc ; Vietnam,Da Phuoc ,,Da Phuoc (Chau Doc ; Vietnam)
4050,Quang Nam ; Vietnam,Da Phuoc ,,Da Phuoc (Quang Nam ; Vietnam)
4051,Calvados ; France,Deauville ,,Deauville (Calvados ; France)
4052,Algérie,Debar,Djebel ,DebarDjebel (Algérie)
4053,Togo,Débénou ,,Débénou (Togo)
4054,Sénégal,Debi ,,Debi (Sénégal)
4055,Guinée,Déboké ,,Déboké (Guinée)
4056,Mali,Débo,Lac ,DéboLac (Mali)
4057,Côte d\'Ivoire,Débrimou ,,Débrimou (Côte d\Ivoire)
4058,Algérie,Debrousseville ,,Debrousseville (Algérie)
4059,Bénin,Décamé,Région géographique ,DécaméRégion géographique (Bénin)
4060,Inde,Deccan,Région géographique ,DeccanRégion géographique (Inde)
4061,Éthiopie,Dechatu,Cours d\'eau ,DechatuCours d\eau (Éthiopie)
4062,Algérie,Dechmya ,,Dechmya (Algérie)
4063,Nièvre ; France,Decize ,,Decize (Nièvre ; France)
4064,Burkina Faso,Dédougou,Cercle ,DédougouCercle (Burkina Faso)
4065,Togo,Degbenou ,,Degbenou (Togo)
4066,Rémire-Montjoly ; Guyane française,Dégrad des Cannes ,,Dégrad des Cannes (Rémire-Montjoly ; Guyane française)
4067,Algérie,Deheb,Cours d\'eau ,DehebCours d\eau (Algérie)
4068,Algérie,Dehemcha ,,Dehemcha (Algérie)
4069,République centrafricaine,Dékoa,Subdivision ,DékoaSubdivision (République centrafricaine)
4070,Mali,Delaba,Cours d\'eau ,DelabaCours d\eau (Mali)
4071,États-Unis,Delaware,Cours d\'eau ,DelawareCours d\eau (États-Unis)
4072,États-Unis,Delaware,État ,DelawareÉtat (États-Unis)
4073,Algérie,Deldoul ,,Deldoul (Algérie)
4074,"Basse-Terre ; Guadeloupe, Île de la",Delgrès,Fort ,DelgrèsFort (Basse-Terre ; GuadeloupeÎle de la)
4075,Algérie,Dellys ,,Dellys (Algérie)
4076,Algérie,Dellys,Cercle ,DellysCercle (Algérie)
4077,Algérie,Dellys,Commune mixte ,DellysCommune mixte (Algérie)
4078,Algérie,Dellys,Pointe de ,DellysPointe de (Algérie)
4079,Algérie,Dellys,Subdivision ,DellysSubdivision (Algérie)
4080,"Saint-Domingue, Île de",Délugé ,,Délugé (Saint-DomingueÎle de)
4081,Algérie,Dély Ibrahim ,,Dély Ibrahim (Algérie)
4082,Guinée,Dembéla,Région géographique ,DembélaRégion géographique (Guinée)
4083,Guinée équatoriale,Dembo ,,Dembo (Guinée équatoriale)
4084,Amérique du Sud,Demerara,Colonie néerlandaise ,DemeraraColonie néerlandaise (Amérique du Sud)
4085,Amérique du Sud,Demerary,Colonie néerlandaise ,DemeraryColonie néerlandaise (Amérique du Sud)
4086,Maroc,Demnate ,,Demnate (Maroc)
4087,Algérie,Demnia ,,Demnia (Algérie)
4088,Algérie,Dem El Begrat ,,Dem El Begrat (Algérie)
4089,Burkina Faso,Dem,Lac de ,DemLac de (Burkina Faso)
4090,Nord,Denain ,,Denain (Nord)
4091,Nord ; France,Denain ,,Denain (Nord ; France)
4092,Algérie,Denaïra ,,Denaïra (Algérie)
4093,"Guadeloupe, Île de la",Denambuc,Habitation ,DenambucHabitation (GuadeloupeÎle de la)
4094,Belgique,Dendermonde ,,Dendermonde (Belgique)
4095,Bénin/Niger,Dendi,Région géographique ,DendiRégion géographique (Bénin/Niger)
4096,Gabon,Denis ,,Denis (Gabon)
4097,Gabon,Denis,Pointe ,DenisPointe (Gabon)
4098,"Sainte-Lucie, Île",Dennery ,,Dennery (Sainte-LucieÎle)
4099,Algérie,Dermel,Cours d\'eau ,DermelCours d\eau (Algérie)
4100,Algérie,Derrag ,,Derrag (Algérie)
4101,Irlande,Derry ,,Derry (Irlande)
4102,Loire-Atlantique ; France,Derval ,,Derval (Loire-Atlantique ; France)
4103,Algérie,Desaix ,,Desaix (Algérie)
4104,"Fort-de-France ; Martinique, Île de la",Desaix,Fort ,DesaixFort (Fort-de-France ; MartiniqueÎle de la)
4105,Canada,Deschaillons,Seigneurie ,DeschaillonsSeigneurie (Canada)
4106,Canada,Deschambault ,,Deschambault (Canada)
4107,Canada,Deschambault,Seigneurie ,DeschambaultSeigneurie (Canada)
4108,"Guadeloupe, Île de la",Deshaies ,,Deshaies (GuadeloupeÎle de la)
4109,"Guadeloupe, Île de la",Deshayes ,,Deshayes (GuadeloupeÎle de la)
4110,Antilles,Désirade,Île de la ,DésiradeÎle de la (Antilles)
4111,"Saint-Claude ; Guadeloupe, Île de la",Desmarais,Habitation ,DesmaraisHabitation (Saint-Claude ; GuadeloupeÎle de la)
4112,"La Trinité ; Martinique, Île de la",Desmarinières,Habitation ,DesmarinièresHabitation (La Trinité ; MartiniqueÎle de la)
4113,"Le François ; Martinique, Île de la",Desroses,Habitation ,DesrosesHabitation (Le François ; MartiniqueÎle de la)
4114,"Nippes ; Saint-Domingue, Île de",Dessaint,Habitation ,DessaintHabitation (Nippes ; Saint-DomingueÎle de)
4115,"Baie-Mahault ; Guadeloupe, Île de la",Destrelan ,,Destrelan (Baie-Mahault ; GuadeloupeÎle de la)
4116,"Baie-Mahault ; Guadeloupe, Île de la",Destrellan ,,Destrellan (Baie-Mahault ; GuadeloupeÎle de la)
4117,Canada,Des Islets,Seigneurie ,Des IsletsSeigneurie (Canada)
4118,Louisiane ; États-Unis,Détour aux Anglais,Poste ,Détour aux AnglaisPoste (Louisiane ; États-Unis)
4119,Louisiane ; États-Unis,Détour à l\'Anglais,Poste ,Détour à l\AnglaisPoste (Louisiane ; États-Unis)
4120,Louisiane ; États-Unis,Détour des Plaquemines,Poste ,Détour des PlaqueminesPoste (Louisiane ; États-Unis)
4121,Michigan ; États-Unis,Détroit du Lac Érié ,,Détroit du Lac Érié (Michigan ; États-Unis)
4122,Detroit ; Michigan ; États-Unis,Détroit,Fort ,DétroitFort (Detroit ; Michigan ; États-Unis)
4123,Michigan ; États-Unis,Detroit ,,Detroit (Michigan ; États-Unis)
4124,,Deutschland',,Deutschland
4125,Roura ; Guyane française,Deux-Caps,Habitation ,Deux-CapsHabitation (Roura ; Guyane française)
4126,"Fonds-Saint-Denis ; Martinique, Île de la",Deux-Choux ,,Deux-Choux (Fonds-Saint-Denis ; MartiniqueÎle de la)
4127,France,Deux-Sèvres,Département ,Deux-SèvresDépartement (France)
4128,Italie,Deux-Siciles,Royaume ,Deux-SicilesRoyaume (Italie)
4129,"Martinique, Île de la",Deux Choux/Le Morne-Rouge,Route ,Deux Choux/Le Morne-RougeRoute (MartiniqueÎle de la)
4130,"Martinique, Île de la",Deux Choux/Sainte-Marie,Route ,Deux Choux/Sainte-MarieRoute (MartiniqueÎle de la)
4131,"Fonds-Saint-Denis ; Martinique, Île de la",Deux Choux ,,Deux Choux (Fonds-Saint-Denis ; MartiniqueÎle de la)
4132,Canada,Deux Montagnes,Lac des ,Deux MontagnesLac des (Canada)
4133,Seine-Maritime ; France,Déville-lès-Rouen ,,Déville-lès-Rouen (Seine-Maritime ; France)
4134,Ardennes ; France,Deville ,,Deville (Ardennes ; France)
4135,"Baillif ; Guadeloupe, Île de la",De Bourg,Habitation ,De BourgHabitation (Baillif ; GuadeloupeÎle de la)
4136,Algérie,De Foucauld ,,De Foucauld (Algérie)
4137,Vietnam,De Gi ,,De Gi (Vietnam)
4138,Canada,De Maure,Seigneurie ,De MaureSeigneurie (Canada)
4139,Bangladesh,Dhaka ,,Dhaka (Bangladesh)
4140,Algérie,Dhaya ,,Dhaya (Algérie)
4141,Sénégal,Dhimbering ,,Dhimbering (Sénégal)
4142,Burkina Faso,Diabiga ,,Diabiga (Burkina Faso)
4143,Guyane française,Diable,Îles du ,DiableÎles du (Guyane française)
4144,Sénégal,Diable,Îles du ,DiableÎles du (Sénégal)
4145,Guyane française,Diable,Île du ,DiableÎle du (Guyane française)
4146,Mali,Diafarabé ,,Diafarabé (Mali)
4147,Sénégal,Diaganiao ,,Diaganiao (Sénégal)
4148,"Nouvelle-Calédonie, Île de la",Diahot,Camp ,DiahotCamp (Nouvelle-CalédonieÎle de la)
4149,Mali,Diakandapé ,,Diakandapé (Mali)
4150,Mali,Diaka,Cours d’eau ,DiakaCours d’eau (Mali)
4151,Sénégal,Diakhanor ,,Diakhanor (Sénégal)
4152,Sénégal,Diakhao ,,Diakhao (Sénégal)
4153,Sénégal,Diakha,Région géographique ,DiakhaRégion géographique (Sénégal)
4154,Mali,Diako,Région géographique ,DiakoRégion géographique (Mali)
4155,Mali,Dialafara ,,Dialafara (Mali)
4156,Sénégal,Dialakhar ,,Dialakhar (Sénégal)
4157,Saint-Louis ; Sénégal,Diamaguène,Quartier ,DiamaguèneQuartier (Saint-Louis ; Sénégal)
4158,Côte d\'Ivoire,Diamala,Région géographique ,DiamalaRégion géographique (Côte d\Ivoire)
4159,Guinée,Diamanko,Cours d\'eau ,DiamankoCours d\eau (Guinée)
4160,Guyane française,Diamant,Poste ,DiamantPoste (Guyane française)
4161,Cameroun,Diamaré,Circonscription ,DiamaréCirconscription (Cameroun)
4162,Mali,Diamou ,,Diamou (Mali)
4163,Sénégal,Diana Malari ,,Diana Malari (Sénégal)
4164,Sénégal,Diaouar ,,Diaouar (Sénégal)
4165,Sénégal,Diaoudoune ,,Diaoudoune (Sénégal)
4166,Burkina Faso,Diapaga,Cercle ,DiapagaCercle (Burkina Faso)
4167,Burkina Faso,Diarabakoko ,,Diarabakoko (Burkina Faso)
4168,Guinée,Diassako,Cours d’eau ,DiassakoCours d’eau (Guinée)
4169,Guinée,Diassa,Cours d\'eau ,DiassaCours d\eau (Guinée)
4170,Côte d\'Ivoire,Dibou ,,Dibou (Côte d\Ivoire)
4171,Sénégal,Diddé ,,Diddé (Sénégal)
4172,Algérie,Diderot ,,Diderot (Algérie)
4173,"Fort-de-France ; Martinique, Île de la",Didier,Quartier ,DidierQuartier (Fort-de-France ; MartiniqueÎle de la)
4174,Algérie,Didouche Mourad ,,Didouche Mourad (Algérie)
4175,Mali,Diébédougou,Région géographique ,DiébédougouRégion géographique (Mali)
4176,Burkina Faso,Diébougou ,,Diébougou (Burkina Faso)
4177,Burkina Faso,Diébougou,Cercle ,DiébougouCercle (Burkina Faso)
4178,Guinée,Diécké/N\'Zérékoré,Route ,Diécké/N\ZérékoréRoute (Guinée)
4179,Mali,Diédougou,Région géographique ,DiédougouRégion géographique (Mali)
4180,Burkina Faso,Diéfourma ,,Diéfourma (Burkina Faso)
4181,Guinée équatoriale,Diéké ,,Diéké (Guinée équatoriale)
4182,République du Congo,Diélé,Cours d\'eau ,DiéléCours d\eau (République du Congo)
4183,Sénégal,Diembéreng ,,Diembéreng (Sénégal)
4184,Vietnam,Diem Dien ,,Diem Dien (Vietnam)
4185,Mali,Diéna ,,Diéna (Mali)
4186,Vietnam,Dien Ban,Province ,Dien BanProvince (Vietnam)
4187,Vietnam,Dien Ban ,,Dien Ban (Vietnam)
4188,Vietnam,Dien Bien Phu ,,Dien Bien Phu (Vietnam)
4189,Vietnam,Dien Binh ,,Dien Binh (Vietnam)
4190,Vietnam,Dien Chau ,,Dien Chau (Vietnam)
4191,Vietnam,Dien Khanh ,,Dien Khanh (Vietnam)
4192,Meuse ; France,Dieppe-sous-Douaumont ,,Dieppe-sous-Douaumont (Meuse ; France)
4193,Seine-Maritime ; France,Dieppe ,,Dieppe (Seine-Maritime ; France)
4194,Meurthe-et-Moselle ; France,Dieulouard ,,Dieulouard (Meurthe-et-Moselle ; France)
4195,Moselle ; France,Dieuze ,,Dieuze (Moselle ; France)
4196,Vietnam,Dieu Tri ,,Dieu Tri (Vietnam)
4197,Drôme ; France,Die ,,Die (Drôme ; France)
4198,Alpes-de-Haute-Provence ; France,Digne-les-Bains ,,Digne-les-Bains (Alpes-de-Haute-Provence ; France)
4199,Alpes-de-Haute-Provence ; France,Digne ,,Digne (Alpes-de-Haute-Provence ; France)
4200,Saône-et-Loire ; France,Digoin ,,Digoin (Saône-et-Loire ; France)
4201,Côte-d\'Or ; France,Dijon ,,Dijon (Côte-d\Or ; France)
4202,Djibouti,Dikhil,Cercle ,DikhilCercle (Djibouti)
4203,Djibouti,Dikhil ,,Dikhil (Djibouti)
4204,Nigeria,Dikoa ,,Dikoa (Nigeria)
4205,Nigeria,Dikwa ,,Dikwa (Nigeria)
4206,Sénégal,Dimar,Région géographique ,DimarRégion géographique (Sénégal)
4207,Syrie,Dimashq ,,Dimashq (Syrie)
4208,Côte d\'Ivoire,Dimbokro ,,Dimbokro (Côte d\Ivoire)
4209,Côtes-d’Armor ; France,Dinan ,,Dinan (Côtes-d’Armor ; France)
4210,Ille-et-Villaine,Dinard ,,Dinard (Ille-et-Villaine)
4211,Ille-et-Vilaine ; France,Dingé ,,Dingé (Ille-et-Vilaine ; France)
4212,Guinée,Dinguiraye ,,Dinguiraye (Guinée)
4213,Haute-Savoie ; France,Dingy-Saint-Clair ,,Dingy-Saint-Clair (Haute-Savoie ; France)
4214,Vietnam,Dinh Tuong,Province ,Dinh TuongProvince (Vietnam)
4215,Haute-Marne ; France,Dinteville ,,Dinteville (Haute-Marne ; France)
4216,Sénégal,Dioba,Région géographique ,DiobaRégion géographique (Sénégal)
4217,Mali,Diomboko,Région géographique ,DiombokoRégion géographique (Mali)
4218,Sénégal,Diombos,Cours d\'eau ,DiombosCours d\eau (Sénégal)
4219,Mali,Dionkoloni,Région géographique ,DionkoloniRégion géographique (Mali)
4220,Sénégal,Dionouar ,,Dionouar (Sénégal)
4221,Guinée,Dion,Cours d\'eau ,DionCours d\eau (Guinée)
4222,Mali,Dioubéba ,,Dioubéba (Mali)
4223,Sénégal,Diourbel/Touba,Voie ferrée ,Diourbel/ToubaVoie ferrée (Sénégal)
4224,Sénégal,Diourbel,Cercle ,DiourbelCercle (Sénégal)
4225,Sénégal,Diourbel ,,Diourbel (Sénégal)
4226,Mali,Dio ,,Dio (Mali)
4227,Algérie,Dirah ,,Dirah (Algérie)
4228,Éthiopie/Djibouti,Dire Daoua/Djibouti,Voie ferrée ,Dire Daoua/DjiboutiVoie ferrée (Éthiopie/Djibouti)
4229,Éthiopie,Dire Daoua ,,Dire Daoua (Éthiopie)
4230,Mali,Diré ,,Diré (Mali)
4231,Louisiane ; États-Unis,Dironbourg ,,Dironbourg (Louisiane ; États-Unis)
4232,Cameroun,Ditam ,,Ditam (Cameroun)
4233,Guinée,Ditinn ,,Ditinn (Guinée)
4234,Inde,Diu ,,Diu (Inde)
4235,République du Congo,Divénié,Subdivision ,DivéniéSubdivision (République du Congo)
4236,Côte d\'Ivoire,Divo ,,Divo (Côte d\Ivoire)
4237,Vietnam,Di An ,,Di An (Vietnam)
4238,Cameroun,Dja-et-Lobo,Circonscription ,Dja-et-LoboCirconscription (Cameroun)
4239,Djibouti,Djalelo,Lieu-dit ,DjaleloLieu-dit (Djibouti)
4240,Bénin,Djalloukou ,,Djalloukou (Bénin)
4241,République centrafricaine,Djambala ,,Djambala (République centrafricaine)
4242,République du Congo,Djambala,Subdivision ,DjambalaSubdivision (République du Congo)
4243,Algérie/Tchad,Djanet/Tibesti,Route ,Djanet/TibestiRoute (Algérie/Tchad)
4244,Algérie,Djanet ,,Djanet (Algérie)
4245,Algérie,Djasr Kasentina ,,Djasr Kasentina (Algérie)
4246,Cameroun/République du Congo,Dja,Cours d\'eau ,DjaCours d\eau (Cameroun/République du Congo)
4247,Algérie,Djebahia ,,Djebahia (Algérie)
4248,Algérie,Djebellah ,,Djebellah (Algérie)
4249,Algérie,Djebel Aïssa Mimoun ,,Djebel Aïssa Mimoun (Algérie)
4250,Algérie,Djebel Amara ,,Djebel Amara (Algérie)
4251,Algérie,Djebel Aougueb ,,Djebel Aougueb (Algérie)
4252,Algérie,Djebel Nador,Commune mixte ,Djebel NadorCommune mixte (Algérie)
4253,Algérie,Djebel Ouach,Étang du ,Djebel OuachÉtang du (Algérie)
4254,Burkina Faso,Djébiga ,,Djébiga (Burkina Faso)
4255,Algérie,Djeblaâ ,,Djeblaâ (Algérie)
4256,Arabie Saoudite,Djeddah ,,Djeddah (Arabie Saoudite)
4257,Algérie,Djediouia,Cours d’eau ,DjediouiaCours d’eau (Algérie)
4258,Algérie,Djelfa ,,Djelfa (Algérie)
4259,Algérie,Djelfa,Annexe ,DjelfaAnnexe (Algérie)
4260,Algérie,Djelfa,Arrondissement ,DjelfaArrondissement (Algérie)
4261,Algérie,Djelfa,Cercle ,DjelfaCercle (Algérie)
4262,Algérie,Djelfa,Commune indigène ,DjelfaCommune indigène (Algérie)
4263,Algérie,Djelfa,Commune mixte ,DjelfaCommune mixte (Algérie)
4264,Algérie,Djelida Ahl El Oued ,,Djelida Ahl El Oued (Algérie)
4265,Algérie,Djelida ,,Djelida (Algérie)
4266,Algérie,Djemaâ Ghazaouat ,,Djemaâ Ghazaouat (Algérie)
4267,Algérie,Djemaâ Saaridj ,,Djemaâ Saaridj (Algérie)
4268,Algérie,Djemaâ,Cours d\'eau ,DjemaâCours d\eau (Algérie)
4269,République centrafricaine,Djembé ,,Djembé (République centrafricaine)
4270,Algérie,Djemila ,,Djemila (Algérie)
4271,Algérie,Djemorah ,,Djemorah (Algérie)
4272,Algérie,Djenan Ed Dar ,,Djenan Ed Dar (Algérie)
4273,Algérie,Djenan El Chergui ,,Djenan El Chergui (Algérie)
4274,Alger ; Algérie,Djendel ,,Djendel (Alger ; Algérie)
4275,Algérie,Djendel,Commune mixte ,DjendelCommune mixte (Algérie)
4276,Constantine ; Algérie,Djendel ,,Djendel (Constantine ; Algérie)
4277,Algérie,Djendel,Territoire des ,DjendelTerritoire des (Algérie)
4278,Algérie,Djenien Bou Rezg ,,Djenien Bou Rezg (Algérie)
4279,Algérie,Djennad ,,Djennad (Algérie)
4280,Mali,Djenné ,,Djenné (Mali)
4281,République du Congo,Djeno ,,Djeno (République du Congo)
4282,Algérie,Djen Djen,Cours d\'eau ,Djen DjenCours d\eau (Algérie)
4283,Tunisie,Djerba,Île de ,DjerbaÎle de (Tunisie)
4284,Niger,Djerma Ganda,Région géographique ,Djerma GandaRégion géographique (Niger)
4285,Niger,Djerma,Région géographique ,DjermaRégion géographique (Niger)
4286,Algérie,Djermouna ,,Djermouna (Algérie)
4287,Algérie,Djer,Cours d\'eau ,DjerCours d\eau (Algérie)
4288,Bénin,Djetta ,,Djetta (Bénin)
4289,Algérie,Djezia ,,Djezia (Algérie)
4290,,Djibouti',,Djibouti
4291,Djibouti/Éthiopie,Djibouti/Harrar,Voie ferrée ,Djibouti/HarrarVoie ferrée (Djibouti/Éthiopie)
4292,Djibouti,Djibouti/Ouéha,Route ,Djibouti/OuéhaRoute (Djibouti)
4293,Djibouti,Djibouti ,,Djibouti (Djibouti)
4294,Burkina Faso,Djibo,Cercle ,DjiboCercle (Burkina Faso)
4295,Mali,Djidabougou ,,Djidabougou (Mali)
4296,Algérie,Djidjelli ,,Djidjelli (Algérie)
4297,Algérie,Djidjelli,Arrondissement ,DjidjelliArrondissement (Algérie)
4298,Algérie,Djidjelli,Cercle ,DjidjelliCercle (Algérie)
4299,Algérie,Djidjelli,Commune mixte ,DjidjelliCommune mixte (Algérie)
4300,Éthiopie,Djidjiga ,,Djidjiga (Éthiopie)
4301,Algérie,Djilali Ben Amar ,,Djilali Ben Amar (Algérie)
4302,Côte d\'Ivoire,Djimini,Région géographique ,DjiminiRégion géographique (Côte d\Ivoire)
4303,Algérie,Djinet ,,Djinet (Algérie)
4304,Sénégal,Djogué,Île ,DjoguéÎle (Sénégal)
4305,Sénégal,Djolof,Région géographique ,DjolofRégion géographique (Sénégal)
4306,Sénégal,Djomboss,Cours d\'eau ,DjombossCours d\eau (Sénégal)
4307,Algérie,Djorf,Camp ,DjorfCamp (Algérie)
4308,Algérie,Djouab ,,Djouab (Algérie)
4309,Gabon/République du Congo,Djouah/Sembé,Route ,Djouah/SembéRoute (Gabon/République du Congo)
4310,Gabon,Djouah,Circonscription ,DjouahCirconscription (Gabon)
